gf_id,genus,species,gall_id,host_id,sourceURL,pageURL,phenophase,lifestage,viability,date,doy,latitude,longitude,site,state,country,AGDD32,AGDD50,yearend32,yearend50,percent32,percent50
1596,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,maturing,Adult,,2018-05-24,,53.51746,-113.682957,Edmonton,Alberta,Canada,,,,,,
1596,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,maturing,Adult,,2018-05-30,,53.51746,-113.682957,Edmonton,Alberta,Canada,,,,,,
4235,Quercus,chapmanii,,,https://www.gallformers.org/source/559,,dormant,,viable,2008-04-16,,27.4947,-82.3479,Lake Manatee,FL,USA,,,,,,
3825,Quercus,lobata,,,https://www.gallformers.org/source/359,,maturing,Adult,,1966-05-20,,38.2506,-121.5088,Locke,CA,USA,,,,,,
1904,Quercus ,chrysolepis,,,https://www.gallformers.org/source/359,,maturing,Adult,,1966-03-28,,37.3419,-121.643,Mt Hamilton,CA,USA,,,,,,
4845,Quercus,lobata,,,https://www.gallformers.org/source/359,,maturing,Adult,,1967-05-11,,38.2262,-121.4239,Thornton,CA,USA,,,,,,
1722,Quercus,lobata,,,https://www.gallformers.org/source/359,,dormant,Pupa,,1965-04-10,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1722,Quercus,lobata,,,https://www.gallformers.org/source/359,,maturing,Adult,,1965-04-17,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1722,,,,,https://www.gallformers.org/source/359,,,Adult,,1965-04-05,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1722,,,,,https://www.gallformers.org/source/359,,,Adult,,1965-04-28,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1722,Quercus,lobata,,,https://www.gallformers.org/source/359,,dormant,,viable,1966-04-18,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1722,Quercus,lobata,,,https://www.gallformers.org/source/359,,maturing,Adult,,1966-04-19,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1722,Quercus,lobata,,,https://www.gallformers.org/source/359,,maturing,Adult,,1966-04-20,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1722,Quercus,lobata,,,https://www.gallformers.org/source/359,,maturing,Adult,,1966-04-21,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1720,,,,,https://www.gallformers.org/source/359,,,Adult,,1966-03-22,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1722,Quercus,lobata,,,https://www.gallformers.org/source/359,,maturing,Adult,,1966-04-11,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1720,Quercus,lobata,,,https://www.gallformers.org/source/359,,developing,,,1965-05-11,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1720,Quercus,lobata,,,https://www.gallformers.org/source/359,,dormant,Pupa,,1965-10-05,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1720,,,,,https://www.gallformers.org/source/359,,,Adult,,1966-03-10,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1720,,,,,https://www.gallformers.org/source/359,,,Adult,,1966-04-05,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1380,,,,,https://www.gallformers.org/source/359,,,Adult,,1966-03-10,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1380,,,,,https://www.gallformers.org/source/359,,,Adult,,1966-04-05,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
1380,,,,,https://www.gallformers.org/source/359,,,Adult,,1966-03-22,,37.7974,-120.9966,Escalon,CA,USA,,,,,,
4221,Quercus,turbinella,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-10-29,,34.2309,-111.3251,Payson,AZ,USA,,,,,,
4221,Quercus,turbinella,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-10-31,,35.1983,-111.6513,Flagstaff,AZ,USA,,,,,,
3448,Quercus,pungens,,,https://www.gallformers.org/source/554,,dormant,,viable,1969-02-15,,31.9117,-106.5174,Franklin Mountains,TX,USA,,,,,,
3448,Quercus,obtusata,,,https://www.gallformers.org/source/554,,dormant,,viable,2011-03-13,,19.2917,-99.1982,Parque Nacional del Bosque del Pedregal,DF,Mexico,,,,,,
1380,Quercus,lobata,,,https://www.gallformers.org/source/554,,dormant,,viable,2004-02-29,,37.9577,-121.2908,Stockton,CA,USA,,,,,,
1380,Quercus,douglasii,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-11-02,,39.1546,-122.1494,Williams,CA,USA,,,,,,
1380,Quercus,lobata,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-11-07,,38.2665,-121.439,Cosumnes River Preserve,CA,USA,,,,,,
1380,Quercus,garryana,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-11-09,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
1380,,,,,https://www.gallformers.org/source/554,,maturing,Adult,,2013-01-10,,22.337778,-103.38,Monte Escobedo,Zacatecas,Mexico,,,,,,
4212,Quercus,glabrescens,,,https://www.gallformers.org/source/554,,dormant,,viable,2013-10-05,,19.713,-99.9515,San Felipe del Progreso,Mexico,Mexico,,,,,,
4212,Quercus,glabrescens,,,https://www.gallformers.org/source/554,,maturing,Adult,,2014-04-30,,19.713,-99.9515,San Felipe del Progreso,Mexico,Mexico,,,,,,
2601,Quercus,oblongifolia,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-10-28,,34.1067,-109.192,Molino Basin Campground,AZ,USA,,,,,,
2601,Quercus,arizonica,,,https://www.gallformers.org/source/554,,dormant,,viable,2009-04-04,,31.929,-109.38,Chiricahua Mountains,AZ,USA,,,,,,
2601,Quercus,oblongifolia,,,https://www.gallformers.org/source/554,,dormant,,viable,2019-10-17,,34.1067,-109.192,Molino Basin Campground,AZ,USA,,,,,,
2601,Quercus,oblongifolia,,,https://www.gallformers.org/source/554,,dormant,,viable,2020-04-10,,34.1067,-109.192,Molino Basin Campground,AZ,USA,,,,,,
4213,Quercus,oleoides,,,https://www.gallformers.org/source/554,,dormant,,viable,1990-04-13,,10.3133,-85.7865,Santa Rosa National Park,Guanacas,Costa Rica,,,,,,
4213,Quercus,oleoides,,,https://www.gallformers.org/source/554,,dormant,,viable,1990-04-05,,10.3133,-85.7865,Santa Rosa National Park,Guanacas,Costa Rica,,,,,,
573,Quercus,macrocarpa,,,https://www.gallformers.org/source/554,,dormant,,viable,2004-09-13,,53.52428,-113.52601,University of Alberta,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2005-04-07,,53.52428,-113.52601,University of Alberta,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2005-04-23,,53.52428,-113.52601,University of Alberta,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,https://www.gallformers.org/source/554,,dormant,,viable,2005-08-31,,49.88765,-97.2722,Winnipeg,Manitoba,Canada,,,,,,
573,Quercus,macrocarpa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2006-04-13,,49.88765,-97.2722,Winnipeg,Manitoba,Canada,,,,,,
573,Quercus,macrocarpa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2006-04-29,,49.88765,-97.2722,Winnipeg,Manitoba,Canada,,,,,,
4215,Quercus,macrocarpa,,,https://www.gallformers.org/source/554,,,Adult,,2007-06-12,,53.80751,-112.92553,Bruderheim,Alberta,Canada,,,,,,
572,Quercus,stellata,,,https://www.gallformers.org/source/554,,dormant,,viable,1995-02-15,,28.5553,-82.3879,Brooksville Ridge,FL,USA,,,,,,
572,Quercus,chapmanii,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-10-18,,27.1828,-81.3521,Archbold Biological Station,FL,USA,,,,,,
572,Quercus,stellata,,,https://www.gallformers.org/source/554,,dormant,,viable,1919-11-20,,31.9638,-95.2705,Jacksonville,TX,USA,,,,,,
572,Quercus,stellata,,,https://www.gallformers.org/source/554,,dormant,,viable,2008-12-23,,30.5066,-98.8189,Enchanted Rock,TX,USA,,,,,,
3807,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,1931-12-27,,19.706,-101.195,Morelia,Michoacan,Mexico,,,,,,
3807,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,1932-04-20,,19.706,-101.195,Morelia,Michoacan,Mexico,,,,,,
3807,,,,,https://www.gallformers.org/source/554,,dormant,,viable,1931-12-01,,22.4321,-100.2837,Cerritos,SLP,Mexico,,,,,,
3807,,,,,https://www.gallformers.org/source/554,,maturing,Adult,,1932-02-09,,22.4321,-100.2837,Cerritos,SLP,Mexico,,,,,,
3807,Quercus,polymorpha,,,https://www.gallformers.org/source/554,,dormant,,viable,1932-01-21,,23.7369,-99.1411,Victoria,Tamaulipas,Mexico,,,,,,
3807,Quercus,polymorpha,,,https://www.gallformers.org/source/554,,maturing,Adult,,1932-03-15,,23.7369,-99.1411,Victoria,Tamaulipas,Mexico,,,,,,
3807,Quercus,potosina,,,https://www.gallformers.org/source/554,,dormant,,viable,2010-12-06,,22.536889,-100.45875,El Charco,SLP,Mexico,,,,,,
3807,Quercus,potosina,,,https://www.gallformers.org/source/554,,maturing,Adult,,2011-01-02,,22.536889,-100.45875,El Charco,SLP,Mexico,,,,,,
3807,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,2010-12-06,,22.055556,-100.570194,Rio Verde,SLP,Mexico,,,,,,
3807,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2011-02-07,,22.055556,-100.570194,Rio Verde,SLP,Mexico,,,,,,
895,Quercus,geminata,,,https://www.gallformers.org/source/554,,dormant,,viable,1995-02-01,,27.1828,-81.3521,Archbold Biological Station,FL,USA,,,,,,
895,Quercus,virginiana,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-10-19,,30.3322,-81.6557,Jacksonville,FL,USA,,,,,,
895,Quercus,geminata,,,https://www.gallformers.org/source/554,,dormant,,viable,1994-12-06,,27.0035,-80.1009,Jonathan Dickinson State Park,FL,USA,,,,,,
895,Quercus,fusiformis,,,https://www.gallformers.org/source/554,,dormant,,viable,2008-12-24,,29.9056,-95.1405,Eisenhower Park,TX,USA,,,,,,
895,Quercus,oleoides,,,https://www.gallformers.org/source/554,,dormant,,viable,2019-01-14,,20.3975,-99.2,San Bartolo Tutotepec,Hidalgo,Mexico,,,,,,
895,Quercus,oleoides,,,https://www.gallformers.org/source/554,,maturing,Adult,,2019-03-28,,20.3975,-99.2,San Bartolo Tutotepec,Hidalgo,Mexico,,,,,,
895,Quercus,virginiana,,,https://www.gallformers.org/source/554,,dormant,,viable,2016-01-14,,28.633,-106.0691,Chihuahua,Chihuahua,Mexico,,,,,,
895,Quercus,virginiana,,,https://www.gallformers.org/source/554,,maturing,Adult,,2016-02-01,,28.633,-106.0691,Chihuahua,Chihuahua,Mexico,,,,,,
895,Quercus,virginiana,,,https://www.gallformers.org/source/554,,maturing,Adult,,2016-02-15,,28.633,-106.0691,Chihuahua,Chihuahua,Mexico,,,,,,
3804,Quercus,oleoides,,,https://www.gallformers.org/source/554,,dormant,,viable,1932-01-21,,23.7369,-99.1411,Victoria,Tamaulipas,Mexico,,,,,,
3804,Quercus,oleoides,,,https://www.gallformers.org/source/554,,maturing,Adult,,1932-02-25,,23.7369,-99.1411,Victoria,Tamaulipas,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,1932-01-02,,19.4326,-99.1332,CDMX,DF,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,1932-05-03,,19.4326,-99.1332,CDMX,DF,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,2007-10-28,,31.863,-110.4024,Santa Catalina Mountains,AZ,USA,,,,,,
3808,Quercus,potosina,,,https://www.gallformers.org/source/554,,dormant,,viable,2010-12-04,,21.327778,-102.945139,Nochstlan de Mejia,Zacatecas,Mexico,,,,,,
3808,Quercus,potosina,,,https://www.gallformers.org/source/554,,maturing,Adult,,2011-02-05,,21.327778,-102.945139,Nochstlan de Mejia,Zacatecas,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,2011-12-19,,24.239889,-103.419,Juan Aldama,Zacatecas,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2012-01-01,,24.239889,-103.419,Juan Aldama,Zacatecas,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2012-01-30,,24.239889,-103.419,Juan Aldama,Zacatecas,Mexico,,,,,,
3808,Quercus,laeta,,,https://www.gallformers.org/source/554,,dormant,,viable,2011-11-25,,20.9144,-100.7452,San Miguel de Allende,Guanajuato,Mexico,,,,,,
3808,Quercus,laeta,,,https://www.gallformers.org/source/554,,maturing,Adult,,2012-08-07,,20.9144,-100.7452,San Miguel de Allende,Guanajuato,Mexico,,,,,,
3808,Quercus,potosina,,,https://www.gallformers.org/source/554,,dormant,,viable,2011-12-19,,23.4765,-102.174,El Venado,Zacatecas,Mexico,,,,,,
3808,Quercus,potosina,,,https://www.gallformers.org/source/554,,maturing,Adult,,2011-12-20,,23.4765,-102.174,El Venado,Zacatecas,Mexico,,,,,,
3808,Quercus,potosina,,,https://www.gallformers.org/source/554,,maturing,Adult,,2011-12-30,,23.4765,-102.174,El Venado,Zacatecas,Mexico,,,,,,
3808,Quercus,crassipes,,,https://www.gallformers.org/source/554,,dormant,,viable,2013-05-26,,19.6208,-99.116,Sierra de Guadalupe state park,Mexico,Mexico,,,,,,
3808,Quercus,glaucoides,,,https://www.gallformers.org/source/554,,dormant,,viable,2013-12-05,,19.5449,-98.8184,San Joaquin Coapango,Mexico,Mexico,,,,,,
3808,Quercus,obtusata,,,https://www.gallformers.org/source/554,,dormant,,viable,2013-11-22,,19.755,-99.9695,San Juan Coajomulco,Mexico,Mexico,,,,,,
3808,Quercus,obtusata,,,https://www.gallformers.org/source/554,,maturing,Adult,,2014-06-10,,19.755,-99.9695,San Juan Coajomulco,Mexico,Mexico,,,,,,
3808,,,,,https://www.gallformers.org/source/554,,dormant,,viable,2015-09-08,,19.395,-98.7081,Tlaloc,Mexico,Mexico,,,,,,
3808,Quercus,laeta,,,https://www.gallformers.org/source/554,,dormant,,viable,2011-11-25,,20.7415,-100.4475,Santa Rosa Jauregui,Queretaro,Mexico,,,,,,
3808,Quercus,laeta,,,https://www.gallformers.org/source/554,,maturing,Adult,,2012-02-07,,20.7415,-100.4475,Santa Rosa Jauregui,Queretaro,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,2015-01-13,,18.8667,-99.5911,San Pablo,Mexico,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2015-01-19,,18.8667,-99.5911,San Pablo,Mexico,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,2019-02-03,,19.604167,-99.111111,San Francisco Coacalco,Mexico,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2019-06-16,,19.604167,-99.111111,San Francisco Coacalco,Mexico,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,2012-10-06,,19.6386,-99.0979,Coacalco de Berriozabal,Mexico,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2012-11-01,,19.6386,-99.0979,Coacalco de Berriozabal,Mexico,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,dormant,,viable,2013-02-06,,19.6386,-99.0979,Coacalco de Berriozabal,Mexico,Mexico,,,,,,
3808,Quercus,rugosa,,,https://www.gallformers.org/source/554,,maturing,Adult,,2013-03-01,,19.6386,-99.0979,Coacalco de Berriozabal,Mexico,Mexico,,,,,,
3809,Quercus,magnoliifolia,,,https://www.gallformers.org/source/554,,dormant,,viable,1932-01-07,,18.5565,-99.6051,Taxco,Guerrero,Mexico,,,,,,
3809,Quercus,magnoliifolia,,,https://www.gallformers.org/source/554,,dormant,,viable,1932-04-15,,18.5565,-99.6051,Taxco,Guerrero,Mexico,,,,,,
4219,Quercus,grisea,,,https://www.gallformers.org/source/554,,dormant,,viable,2010-12-02,,22.174861,-102.592972,Los Alamitos,AGC,Mexico,,,,,,
4219,Quercus,grisea,,,https://www.gallformers.org/source/554,,maturing,Adult,,2011-01-11,,22.174861,-102.592972,Los Alamitos,AGC,Mexico,,,,,,
2444,Quercus,arizonica,,,https://www.gallformers.org/source/554,,maturing,Adult,,1922-01-23,,32.6109,-110.7709,Oracle,AZ,USA,,,,,,
1073,Quercus,laceyi,,,https://www.gallformers.org/source/575,,dormant,,viable,2020-09-24,,32.7419,-97.3638,Fort Worth,TX,USA,,,,,,
575,,,,,https://www.gallformers.org/source/575,,dormant,,viable,1922-03-12,,30.2672,-97.7431,Austin,TX,USA,,,,,,
575,Quercus,stellata,,,https://www.gallformers.org/source/575,,dormant,,viable,2020-11-13,,32.9474,-97.2436,Fort Worth,TX,USA,,,,,,
965,Quercus,stellata,,,https://www.gallformers.org/source/575,,dormant,,viable,1918-03-04,,29.7604,-95.3698,Houston,TX,USA,,,,,,
965,Quercus,stellata,,,https://www.gallformers.org/source/575,,dormant,,viable,1918-03-31,,29.7604,-95.3698,Houston,TX,USA,,,,,,
2601,,,,,https://www.gallformers.org/source/575,,dormant,,viable,2021-12-17,,32.2134,-101.4757,Big Spring,TX,USA,,,,,,
2601,,,,,https://www.gallformers.org/source/575,,maturing,Adult,,2022-03-25,,32.2134,-101.4757,Big Spring,TX,USA,,,,,,
2471,Quercus,gambelii,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/15/mode/1up,maturing,Adult,,1937-11-15,,34.9125,-111.7268,Oak Creek Canyon,AZ,USA,,,,,,
2519,Quercus,gambelii,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/16/mode/1up,dormant,Adult,viable,XXXX-04-10,,35.1983,-111.6513,Flagstaff,AZ,USA,,,,,,
2519,Quercus,gambelii,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/16/mode/1up,maturing,Adult,,XXXX-05-11,,35.1983,-111.6513,Flagstaff,AZ,USA,,,,,,
2519,Quercus,gambelii,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/16/mode/1up,maturing,Adult,,XXXX-05-23,,35.1983,-111.6513,Flagstaff,AZ,USA,,,,,,
2519,Quercus,gambelii,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/16/mode/1up,maturing,Adult,,XXXX-05-11,,34.54,-112.4685,Prescott,AZ,USA,,,,,,
2519,Quercus,gambelii,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/16/mode/1up,maturing,Adult,,XXXX-05-23,,34.54,-112.4685,Prescott,AZ,USA,,,,,,
2097,Quercus,chrysolepis,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/16/mode/1up,dormant,Adult,,1922-09-21,,33.7467,-116.7153,Idyllwild,CA,USA,,,,,,
859,Quercus,alba,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/17/mode/1up,dormant,,viable,1940-10-22,,38.8873,-77.1544,East Falls Church,VA,USA,,,,,,
859,Quercus,alba,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/17/mode/1up,perimature,Adult,,1942-03-07,,38.8873,-77.1544,East Falls Church,VA,USA,,,,,,
2474,Quercus,oblongifolia,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/18/mode/1up,dormant,Pupa,viable,1935-01-21,,31.3404,-110.9343,Nogales,AZ,USA,,,,,,
2474,Quercus,oblongifolia,,,https://www.gallformers.org/source/93,https://www.biodiversitylibrary.org/item/32802#page/18/mode/1up,maturing,Adult,,1935-02-21,,31.3404,-110.9343,Nogales,AZ,USA,,,,,,
