gall_id,host_id,sourceURL,pageURL,phenophase,lifestage,viability,date,doy,latitude,longitude,site,state,country,AGDD32,AGDD50,yearend32,yearend50,percent32,percent50
760,451,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-05-31,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,451,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-01,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,451,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-02,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,451,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-03,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-20,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-21,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-22,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-23,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-24,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-25,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-26,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-27,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-28,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-29,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-30,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-05-31,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-06-01,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-06-02,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1989-06-03,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-05,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-06,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-07,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-08,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-09,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-10,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-11,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,443,https://www.gallformers.org/source/573,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1558-5646.1993.tb01262.x,maturing,,,1990-06-12,,45.401,-93.201,Cedar Creek,MN,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/2128372/bgimage,Adult,Adult,,2022-06-02,,44.8011,-90.0793,Stratford,WI,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/2091651/bgimage,dormant,,viable,2020-10-21,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/2091651/bgimage,dormant,Pupa,,2021-03-30,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/2091651/bgimage,maturing,,,2021-04-24,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1982171/bgimage,Adult,Adult,,2021-05-24,,42.7051,-70.9071,Essex County,MA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1927135/bgimage,dormant,,viable,2020-03-07,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1927135/bgimage,maturing,,,2021-04-11,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1944024/bgimage,dormant,,viable,2016-02-11,,50.990882,-114.156232,Calgary,AB,CA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1944023/bgimage,dormant,larva,,2016-03-03,,50.990882,-114.156232,Calgary,AB,CA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1944017/bgimage,maturing,,,2016-06-30,,50.990882,-114.156232,Calgary,AB,CA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1801643/bgimage,Adult,Adult,,2020-04-18,,34.2515,-84.4803,Cherokee County,GA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1794253/bgimage,maturing,,,2017-05-03,,41.1136,-85.5200,Whitley County,IN,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1678154/bgimage,Adult,Adult,,2019-06-18,,47.7395,92.3624,St Louis County,MN,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1668443/bgimage,Adult,Adult,,2019-05-27,,41.2129,-81.4176,Wood Hollow Metropark,OH,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1509337/bgimage,dormant,,viable,2018-02-06,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1509337/bgimage,maturing,,,2018-04-13,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1509337/bgimage,maturing,,,2018-04-14,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1526068/bgimage,maturing,,,2018-04-15,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1493386/bgimage,Adult,Adult,,2017-05-18,,43.2431,-91.4435,Red Oak Prairie,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1377298/bgimage,Adult,Adult,,2017-05-29,,42.4496,-76.4728,Cornell Plantations,NY,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1233314/bgimage,Adult,Adult,,2016-05-22,,42.2083,-83.8261,Lodi Township,MI,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1225015/bgimage,Adult,Adult,,2016-05-17,,40.1051,-80.5078,West Alexander,PA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1221185/bgimage,dormant,,viable,2016-05-04,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1221185/bgimage,maturing,,,2016-05-01,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1221185/bgimage,maturing,,,2016-05-04,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,447,bugguide.net,https://bugguide.net/node/view/1203069/bgimage,maturing,,,2016-03-22,,31.3130,-84.3357,Newton,GA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/924889/bgimage,Adult,Adult,,2014-05-14,,36.1198,-81.9098,Avery County,NC,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1080375/bgimage,Adult,Adult,,2015-06-07,,43.9088,-71.8260,Grafton County,NH,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/915045/bgimage,Adult,Adult,,2014-04-30,,37.1254,-82.8641,Letcher County,KY,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/880304/bgimage,maturing,,,2012-04-27,,43.2363,-91.9099,Winneshiek County,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/1619896/bgimage,Adult,Adult,,2018-06-10,,43.0766,-77.7681,Chili,NY,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/917396/bgimage,Adult,Adult,,2014-05-06,,37.1254,-82.8641,Letcher County,KY,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/723165/bgimage,Adult,Adult,,2011-06-05,,45.4610,-75.1071,United Counties of Prescott and Russell,ON,CA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/369345/bgimage,dormant,,viable,2010-02-02,,44.0153,-73.1673,Middlebury,VT,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/375009/bgimage,maturing,,,2011-03-05,,44.0153,-73.1673,Middlebury,VT,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/276875/bgimage,maturing,,,2009-05-17,,40.1784,-75.1285,Horsham,PA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/275933/bgimage,dormant,,viable,2009-03-10,,40.1784,-75.1285,Horsham,PA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/267878/bgimage,maturing,,,2009-04-20,,43.5448,-80.2482,Guelph,ON,CA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/526915/bgimage,Adult,Adult,,2011-06-07,,44.1281,-72.2551,Topsham,VT,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/391405/bgimage,Adult,Adult,,2010-05-02,,41.3669,-93.4727,Ackworth,IA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/15770/bgimage,maturing,,,2005-04-25,,36.0222,-78.9031,Durham County,NC,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/16181/bgimage,maturing,,,2005-04-30,,36.0222,-78.9031,Durham County,NC,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/16181/bgimage,maturing,,,2005-05-03,,36.0222,-78.9031,Durham County,NC,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/16181/bgimage,maturing,,,2005-05-06,,36.0222,-78.9031,Durham County,NC,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/188433/bgimage,Adult,Adult,,2008-06-06,,43.8143,-79.4240,Thornhill,ON,CA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/168216/bgimage,dormant,Larva,,2008-02-17,,40.4108,-75.2479,Bucks County,PA,USA,,,,,,
760,,bugguide.net,https://bugguide.net/node/view/168216/bgimage,maturing,,,2009-04-23,,40.1784,-75.1285,Horsham,PA,USA,,,,,,
,,,,,,,,,,,,,,,,,,,
