"id","observed_on","taxon.name","latitude","longitude","uri","Evidence_of_Presence","Life_Stage","Gall_phenophase","phenostage","doy","AGDD32","AGDD50"
3759323,"2016-07-28","Eurosta solidaginis",41.5691933642,-81.4157968295,"http://www.inaturalist.org/observations/3759323","Gall","","developing","developing",210,4149.83544922,1720.58288574
3785935,"2016-08-01","Eurosta solidaginis",42.7902429505,-74.8640226201,"http://www.inaturalist.org/observations/3785935","Gall","","developing","developing",214,3510.27685547,1284.43383789
3824358,"2016-08-07","Eurosta solidaginis",42.3749487241,-83.9214876492,"http://www.inaturalist.org/observations/3824358","Gall","","developing","developing",220,4285.03320312,1817.5390625
3889488,"2016-08-13","Eurosta solidaginis",47.31163,-91.246085,"http://www.inaturalist.org/observations/3889488","Gall","","developing","developing",226,3272.56884766,1191.75195312
3891257,"2016-08-14","Eurosta solidaginis",41.24589862,-73.66998946,"http://www.inaturalist.org/observations/3891257","Gall","","developing","developing",227,5039.61962891,2176.90917969
3967221,"2016-08-26","Eurosta solidaginis",42.8581035929,-72.720846003,"http://www.inaturalist.org/observations/3967221","Gall","","developing","developing",239,4400.08837891,1769.97521973
3985415,"2016-08-27","Eurosta solidaginis",44.56582959,-72.84876644,"http://www.inaturalist.org/observations/3985415","Gall","","developing","developing",240,4225.82177734,1711.29455566
3985559,"2016-08-28","Eurosta solidaginis",44.01252,-96.32384,"http://www.inaturalist.org/observations/3985559","Gall","","dormfall","dormfall",241,4831.60986328,2112.95581055
3989195,"2016-06-24","Eurosta solidaginis",35.5756216667,-82.4964183333,"http://www.inaturalist.org/observations/3989195","Gall","","developing","developing",176,3702.02270508,1365.05578613
4017371,"2016-08-28","Eurosta solidaginis",46.061999,-89.921701,"http://www.inaturalist.org/observations/4017371","Gall","","developing","developing",241,4071.71630859,1617.93725586
4050562,"2016-09-04","Eurosta solidaginis",44.7673477,-71.7025262,"http://www.inaturalist.org/observations/4050562","Gall","","developing","developing",248,3975.05493164,1477.98779297
4056865,"2016-09-03","Eurosta solidaginis",40.1725777778,-75.3035722222,"http://www.inaturalist.org/observations/4056865","Gall","","dormfall","dormfall",247,6237.58203125,2935.21386719
4066936,"2016-09-08","Eurosta solidaginis",41.06633892,-81.60738707,"http://www.inaturalist.org/observations/4066936","Gall","","dormfall","dormfall",252,5896.03222656,2727.04321289
4069620,"2016-09-08","Eurosta solidaginis",42.7898527778,-77.8229666667,"http://www.inaturalist.org/observations/4069620","Gall","","developing","developing",252,5479.72949219,2464.81958008
4069957,"2016-09-02","Eurosta solidaginis",42.789346,-77.822784,"http://www.inaturalist.org/observations/4069957","Gall","","developing","developing",246,5257.03320312,2350.12353516
4078314,"2016-09-10","Eurosta solidaginis",40.9795172,-81.3060352,"http://www.inaturalist.org/observations/4078314","Gall","","developing","developing",254,5941.83300781,2732.02905273
4079661,"2016-09-05","Eurosta solidaginis",42.0585713,-84.3292833,"http://www.inaturalist.org/observations/4079661","Gall","","developing","developing",249,5382.57324219,2371.66088867
4127377,"2016-09-16","Eurosta solidaginis",41.170514,-81.54808,"http://www.inaturalist.org/observations/4127377","Gall","","dormfall","dormfall",260,6355.00439453,3004.54956055
4182203,"2016-09-23","Eurosta solidaginis",44.8824108,-86.0423027,"http://www.inaturalist.org/observations/4182203","Gall","","developing","developing",267,5201.95117188,2186.98095703
4197166,"2016-09-24","Eurosta solidaginis",45.24523,-95.04077,"http://www.inaturalist.org/observations/4197166","Gall","","dormfall","dormfall",268,5608.24902344,2430.56445312
4228431,"2016-08-21","Eurosta solidaginis",43.918272,-69.260134,"http://www.inaturalist.org/observations/4228431","Gall","","developing","developing",234,3450.13037109,924.07409668
4230526,"2016-09-29","Eurosta solidaginis",44.4154582032,-72.9989917048,"http://www.inaturalist.org/observations/4230526","Gall","","dormfall","dormfall",273,5656.90234375,2438.45825195
4238910,"2016-09-30","Eurosta solidaginis",44.4139749386,-72.998815189,"http://www.inaturalist.org/observations/4238910","Gall","","developing","developing",274,5680.78808594,2444.34423828
4369064,"2016-10-16","Eurosta solidaginis",41.3810216667,-81.868195,"http://www.inaturalist.org/observations/4369064","Gall","","dormfall","dormfall",290,7360.34228516,3467.37329102
4371260,"2016-10-14","Eurosta solidaginis",44.3515787181,-73.0066455174,"http://www.inaturalist.org/observations/4371260","Gall","","dormfall","dormfall",288,5694.78369141,2300.43481445
4437338,"2016-10-25","Eurosta solidaginis",47.38278,-91.1925483333,"http://www.inaturalist.org/observations/4437338","Gall","","dormfall","dormfall",299,5038.703125,1758.58911133
4482381,"2016-11-02","Eurosta solidaginis",43.3498144057,-73.0557960738,"http://www.inaturalist.org/observations/4482381","Gall","","dormfall","dormfall",307,5567.00097656,2050.33325195
4535007,"2016-07-16","Eurosta solidaginis",35.0306638889,-85.5810611111,"http://www.inaturalist.org/observations/4535007","Gall","","developing","developing",198,5452.73583984,2482.63085938
4585123,"2016-11-16","Eurosta solidaginis",42.4677323754,-83.995834887,"http://www.inaturalist.org/observations/4585123","Gall","","dormfall","dormfall",321,7103.50488281,2987.31420898
4761974,"2016-12-03","Eurosta solidaginis",40.6241810206,-74.575881958,"http://www.inaturalist.org/observations/4761974","Gall","","dormfall","dormfall",338,8117.01367188,3438.74389648
4919332,"2017-01-09","Eurosta solidaginis",35.0122615602,-85.6078664773,"https://www.inaturalist.org/observations/4919332","Gall","","dormspring","dormspring",9,82.5839385986,10.9349975586
4924573,"2017-01-10","Eurosta solidaginis",35.0114606694,-85.6204425172,"https://www.inaturalist.org/observations/4924573","Gall","","dormspring","dormspring",10,85.8778839111,11.3669548035
4926601,"2017-01-10","Eurosta solidaginis",44.466644,-93.192472,"https://www.inaturalist.org/observations/4926601","Organism","Larva","dormspring","dormspringLarva",10,0,0
4929827,"2017-01-11","Eurosta solidaginis",35.0331636798,-85.5595479068,"https://www.inaturalist.org/observations/4929827","Gall","","dormspring","dormspring",11,102.671928406,10.8630104065
4934684,"2017-01-12","Eurosta solidaginis",35.0593044469,-85.3339775652,"https://www.inaturalist.org/observations/4934684","Gall","","dormspring","dormspring",12,111.392913818,13.2029800415
5060329,"2017-01-29","Eurosta solidaginis",40.6542062055,-74.5029258728,"https://www.inaturalist.org/observations/5060329","Gall","","dormspring","dormspring",29,160.235687256,6.7140083313
5082521,"2017-02-04","Eurosta solidaginis",40.626037633,-74.5738649368,"https://www.inaturalist.org/observations/5082521","Gall","","dormspring","dormspring",35,156.329742432,6.05697250366
5123755,"2016-06-16","Eurosta solidaginis",40.652057346,-74.5462703705,"https://www.inaturalist.org/observations/5123755","Gall","","developing","developing",168,2602.28564453,769.174926758
5195438,"2017-02-27","Eurosta solidaginis",44.256455,-72.5691583333,"https://www.inaturalist.org/observations/5195438","Gall","","dormspring","dormspring",58,92.1778564453,0
5204216,"2017-02-23","Eurosta solidaginis",40.6550852645,-74.2369151115,"https://www.inaturalist.org/observations/5204216","Gall","","dormspring","dormspring",54,311.552581787,12.9779663086
5209335,"2017-03-01","Eurosta solidaginis",44.2663416667,-72.567355,"https://www.inaturalist.org/observations/5209335","Gall","","dormspring","dormspring",60,103.21182251,0
5209345,"2017-03-01","Eurosta solidaginis",44.2743833333,-72.5708183333,"https://www.inaturalist.org/observations/5209345","Gall","","dormspring","dormspring",60,100.691749573,0
5230840,"2017-03-05","Eurosta solidaginis",44.3290116667,-72.50341,"https://www.inaturalist.org/observations/5230840","Gall","","dormspring","dormspring",64,103.949798584,0
5239396,"2017-03-06","Eurosta solidaginis",44.2611833333,-72.566815,"https://www.inaturalist.org/observations/5239396","Gall","","dormspring","dormspring",65,116.576805115,0
5245988,"2017-03-07","Eurosta solidaginis",44.3216633333,-72.4548016667,"https://www.inaturalist.org/observations/5245988","Gall","","dormspring","dormspring",66,102.446800232,0
5253677,"2017-03-08","Eurosta solidaginis",44.3429716667,-72.4205933333,"https://www.inaturalist.org/observations/5253677","Gall","","dormspring","dormspring",67,105.46181488,0
5260786,"2017-03-09","Eurosta solidaginis",44.2955266667,-72.4964333333,"https://www.inaturalist.org/observations/5260786","Gall","","dormspring","dormspring",68,119.609786987,0
5402052,"2017-03-19","Eurosta solidaginis",40.6246044631,-74.5767831802,"https://www.inaturalist.org/observations/5402052","Gall","","dormspring","dormspring",78,445.751495361,39.5549316406
5428613,"2017-03-22","Eurosta solidaginis",44.3928716667,-72.4420816667,"https://www.inaturalist.org/observations/5428613","Gall","","dormspring","dormspring",81,113.480804443,0
5436358,"2017-03-23","Eurosta solidaginis",44.2878866667,-72.5086116667,"https://www.inaturalist.org/observations/5436358","Gall","","dormspring","dormspring",82,123.542770386,0
5443775,"2017-03-24","Eurosta solidaginis",40.6530341089,-74.5453047752,"https://www.inaturalist.org/observations/5443775","Gall","","dormspring","dormspring",83,494.360351562,41.759853363
5449105,"2017-03-24","Eurosta solidaginis",45.581,-94.39774,"https://www.inaturalist.org/observations/5449105","Gall","","dormspring","dormspring",83,122.201782227,0
5454248,"2017-03-25","Eurosta solidaginis",44.32815,-72.5240533333,"https://www.inaturalist.org/observations/5454248","Gall","","dormspring","dormspring",84,115.19984436,0
5459740,"2017-03-25","Eurosta solidaginis",40.7131659142,-74.5132684708,"https://www.inaturalist.org/observations/5459740","Gall","","dormspring","dormspring",84,493.505249023,35.2528305054
5499683,"2017-03-25","Eurosta solidaginis",46.7719,-92.1418695,"https://www.inaturalist.org/observations/5499683","Gall","","dormspring","dormspring",84,90.3867950439,0
5502346,"2017-03-29","Eurosta solidaginis",40.1553,-75.621575,"https://www.inaturalist.org/observations/5502346","Gall","","dormspring","dormspring",88,598.391235352,49.8148231506
5511407,"2017-03-30","Eurosta solidaginis",44.3447516667,-72.48027,"https://www.inaturalist.org/observations/5511407","Gall","","dormspring","dormspring",89,122.012741089,0
5524292,"2017-03-31","Eurosta solidaginis",44.13092276,-90.97095019,"https://www.inaturalist.org/observations/5524292","Gall","","dormspring","dormspring",90,244.106704712,0
5526785,"2017-03-31","Eurosta solidaginis",45.4717973614,-122.641802449,"https://www.inaturalist.org/observations/5526785","Organism; Gall","Larva","dormspring","dormspringLarva",90,873.314147949,20.9519081116
5528677,"2017-04-01","Eurosta solidaginis",44.3284133333,-72.4205766667,"https://www.inaturalist.org/observations/5528677","Gall","","dormspring","dormspring",91,136.430725098,0
5533437,"2017-03-31","Eurosta solidaginis",40.6523992147,-74.5000934601,"https://www.inaturalist.org/observations/5533437","Gall","","dormspring","dormspring",90,590.08416748,43.2449188232
5559839,"2017-04-03","Eurosta solidaginis",44.2525533333,-72.568285,"https://www.inaturalist.org/observations/5559839","Gall","","dormspring","dormspring",93,163.097717285,0
5587489,"2017-04-05","Eurosta solidaginis",40.5557598418,-74.6273374557,"https://www.inaturalist.org/observations/5587489","Gall","","dormspring","dormspring",95,669.248291016,49.8688621521
5627421,"2017-04-09","Eurosta solidaginis",40.9498583333,-81.4624944444,"https://www.inaturalist.org/observations/5627421","Gall","","dormspring","dormspring",99,761.597045898,88.8387832642
5632753,"2017-04-09","Eurosta solidaginis",44.2997222222,-72.5161111111,"https://www.inaturalist.org/observations/5632753","Gall","","dormspring","dormspring",99,166.436584473,0
5688680,"2017-04-13","Eurosta solidaginis",40.5352293,-89.0143482,"https://www.inaturalist.org/observations/5688680","Gall","","dormspring","dormspring",103,894.644287109,97.3528747559
5688681,"2017-04-13","Eurosta solidaginis",40.5352293,-89.0143482,"https://www.inaturalist.org/observations/5688681","Gall","","dormspring","dormspring",103,894.644287109,97.3528747559
5706351,"2017-04-12","Eurosta solidaginis",44.30437,-72.4865216667,"https://www.inaturalist.org/observations/5706351","Gall","","dormspring","dormspring",102,230.372695923,10.2599716187
5711909,"2017-04-14","Eurosta solidaginis",44.6922344751,-93.3911361016,"https://www.inaturalist.org/observations/5711909","Gall","","dormspring","dormspring",104,477.035430908,20.9879341125
5715004,"2017-04-14","Eurosta solidaginis",45.07138,-93.73662,"https://www.inaturalist.org/observations/5715004","Gall","","dormspring","dormspring",104,441.512573242,14.0129852295
5786622,"2017-04-17","Eurosta solidaginis",29.5815728931,-95.4155806639,"https://www.inaturalist.org/observations/5786622","Gall","","dormspring","dormspring",107,3540.16601562,1669.22875977
5805344,"2017-04-17","Eurosta solidaginis",35.7683221191,-78.679347022,"https://www.inaturalist.org/observations/5805344","Gall","","dormspring","dormspring",107,2109.06762695,584.693237305
5834767,"2017-04-14","Eurosta solidaginis",40.7091972379,-74.4673061371,"https://www.inaturalist.org/observations/5834767","Gall","","dormspring","dormspring",104,846.125305176,96.7588348389
5843526,"2017-04-16","Eurosta solidaginis",44.3290733333,-72.5028,"https://www.inaturalist.org/observations/5843526","Gall","","dormspring","dormspring",106,277.136657715,15.5519714355
5865852,"2017-04-17","Eurosta solidaginis",44.2196133333,-72.5653566667,"https://www.inaturalist.org/observations/5865852","Gall","","dormspring","dormspring",107,322.433563232,31.3469390869
5881590,"2017-04-20","Eurosta solidaginis",41.42485746,-90.83829236,"https://www.inaturalist.org/observations/5881590","Gall","","dormspring","dormspring",110,1029.36547852,182.249816895
5881904,"2017-04-18","Eurosta solidaginis",44.260615,-72.4821166667,"https://www.inaturalist.org/observations/5881904","Gall","","dormspring","dormspring",108,351.998687744,27.0719718933
5914579,"2017-04-20","Eurosta solidaginis",44.3884516667,-72.5209816667,"https://www.inaturalist.org/observations/5914579","Gall","","dormspring","dormspring",110,368.414550781,36.5219497681
5945179,"2017-04-22","Eurosta solidaginis",44.3715083333,-72.4722133333,"https://www.inaturalist.org/observations/5945179","Gall","","dormspring","dormspring",112,376.469482422,29.7719650269
5945182,"2017-04-22","Eurosta solidaginis",44.3724583333,-72.472645,"https://www.inaturalist.org/observations/5945182","Gall","","dormspring","dormspring",112,376.469482422,29.7719650269
5946178,"2017-04-23","Eurosta solidaginis",44.33924,-72.4959483333,"https://www.inaturalist.org/observations/5946178","Gall","","dormspring","dormspring",113,364.742431641,31.1579284668
5951923,"2017-04-24","Eurosta solidaginis",40.5878201078,-74.6152997017,"https://www.inaturalist.org/observations/5951923","Gall","","dormspring","dormspring",114,1102.32788086,166.346618652
5965546,"2017-04-23","Eurosta solidaginis",41.001860593,-74.9146556854,"https://www.inaturalist.org/observations/5965546","Gall","","dormspring","dormspring",113,891.971435547,113.417861938
6014853,"2017-04-29","Eurosta solidaginis",40.3302899722,-80.1202816667,"https://www.inaturalist.org/observations/6014853","Gall","","dormspring","dormspring",119,1460.8972168,321.659545898
6015752,"2017-04-29","Eurosta solidaginis",44.34591,-72.4597516667,"https://www.inaturalist.org/observations/6015752","Gall","","dormspring","dormspring",119,503.180480957,57.4109230042
6045638,"2017-04-30","Eurosta solidaginis",44.300185,-72.381605,"https://www.inaturalist.org/observations/6045638","Gall","","dormspring","dormspring",120,561.419372559,69.3089065552
6141066,"2017-05-08","Eurosta solidaginis",30.54124581,-87.89038369,"https://www.inaturalist.org/observations/6141066","Gall","","developing","developing",128,3836.85131836,1614.92346191
6322794,"2017-05-18","Eurosta solidaginis",43.59333,-72.452515,"https://www.inaturalist.org/observations/6322794","Organism","Adult","","Adult",138,867.905395508,126.395866394
6772386,"2017-06-23","Eurosta solidaginis",32.570012289,-80.257452428,"https://www.inaturalist.org/observations/6772386","Gall","","developing","developing",174,5750.37792969,2713.75952148
6784462,"2017-06-23","Eurosta solidaginis",43.9210166667,-89.9010866667,"https://www.inaturalist.org/observations/6784462","Gall","","developing","developing",174,2372.56982422,733.940307617
6980011,"2017-07-09","Eurosta solidaginis",39.9880561829,-82.6986083984,"https://www.inaturalist.org/observations/6980011","Gall","","developing","developing",190,3864.65258789,1452.36486816
7014443,"2017-07-11","Eurosta solidaginis",41.5597374994,-81.596952921,"https://www.inaturalist.org/observations/7014443","Gall","","developing","developing",192,3704.95654297,1386.93505859
7042171,"2017-07-09","Eurosta solidaginis",40.653522485,-74.5295763016,"https://www.inaturalist.org/observations/7042171","Gall","","developing","developing",190,3610.421875,1314.68273926
7088309,"2017-07-17","Eurosta solidaginis",42.4042188842,-85.4019369465,"https://www.inaturalist.org/observations/7088309","Gall","","developing","developing",198,3433.30957031,1229.44372559
7110981,"2017-07-16","Eurosta solidaginis",41.9124317123,-73.6698962097,"https://www.inaturalist.org/observations/7110981","Gall","","developing","developing",197,3359.31176758,1206.10693359
7123368,"2017-07-19","Eurosta solidaginis",43.7386583333,-72.5232,"https://www.inaturalist.org/observations/7123368","Gall","","developing","developing",200,2681.44995117,847.475158691
7147521,"2017-07-21","Eurosta solidaginis",41.2465693429,-81.6821355746,"https://www.inaturalist.org/observations/7147521","Gall","","developing","developing",202,4074.40527344,1592.59375
7159846,"2017-07-22","Eurosta solidaginis",45.0141452998,-84.6637216956,"https://www.inaturalist.org/observations/7159846","Gall","","developing","developing",203,2781.30444336,933.434082031
7160491,"2017-07-22","Eurosta solidaginis",45.0152264815,-84.662840087,"https://www.inaturalist.org/observations/7160491","Gall","","developing","developing",203,2781.30444336,933.434082031
7166826,"2017-07-22","Eurosta solidaginis",42.351059334,-76.6792487901,"https://www.inaturalist.org/observations/7166826","Gall","","developing","developing",203,3184.27880859,1071.35864258
7171726,"2017-07-23","Eurosta solidaginis",42.9774775263,-88.5045951326,"https://www.inaturalist.org/observations/7171726","Gall","","developing","developing",204,3548.43798828,1323.47631836
7180425,"2017-07-15","Eurosta solidaginis",42.4078,-87.8122944444,"https://www.inaturalist.org/observations/7180425","Gall","","developing","developing",196,3230.09765625,1130.35424805
7182375,"2017-07-03","Eurosta solidaginis",44.36557,-72.5419583333,"https://www.inaturalist.org/observations/7182375","Gall","","developing","developing",184,2178.13378906,630.539367676
7235562,"2017-07-10","Eurosta solidaginis",44.0827267644,-70.2075852455,"https://www.inaturalist.org/observations/7235562","Gall","","developing","developing",191,2531.54541016,816.830078125
7245780,"2017-07-28","Eurosta solidaginis",45.9880833333,-86.1059278333,"https://www.inaturalist.org/observations/7245780","Gall","","developing","developing",209,2741.41674805,836.32434082
7275716,"2017-07-30","Eurosta solidaginis",39.8867293541,-83.2283859049,"https://www.inaturalist.org/observations/7275716","Gall","","developing","developing",211,4868.47705078,2046.90466309
7282331,"2017-07-28","Eurosta solidaginis",42.4626947729,-76.4584064453,"https://www.inaturalist.org/observations/7282331","Gall","","developing","developing",209,3915.61108398,1522.73571777
7292129,"2017-07-30","Eurosta solidaginis",41.676716,-87.86989,"https://www.inaturalist.org/observations/7292129","Gall","","developing","developing",211,4376.40087891,1800.54797363
7322457,"2017-08-02","Eurosta solidaginis",45.56675,-84.5902033333,"https://www.inaturalist.org/observations/7322457","Gall","","developing","developing",214,3122.53930664,1090.23217773
7338932,"2017-07-29","Eurosta solidaginis",40.6962578192,-74.5223236084,"https://www.inaturalist.org/observations/7338932","Gall","","developing","developing",210,4416.06396484,1777.37280273
7361211,"2017-08-05","Eurosta solidaginis",44.5638366463,-72.5663151406,"https://www.inaturalist.org/observations/7361211","Gall","","developing","developing",217,3352.20117188,1197.77319336
7408150,"2017-08-01","Eurosta solidaginis",40.9901756921,-75.1426005363,"https://www.inaturalist.org/observations/7408150","Gall","","developing","developing",213,4399.02685547,1788.69519043
7411145,"2017-07-26","Eurosta solidaginis",44.9442043462,-73.153077364,"https://www.inaturalist.org/observations/7411145","Gall","","developing","developing",207,3249.04223633,1205.85510254
7434875,"2017-08-10","Eurosta solidaginis",42.4041813333,-85.4019377847,"https://www.inaturalist.org/observations/7434875","Gall","","developing","developing",222,4322.42822266,1686.56237793
7477424,"2017-08-13","Eurosta solidaginis",41.6785980858,-83.6654896059,"https://www.inaturalist.org/observations/7477424","Gall","","developing","developing",225,4945.03857422,2095.54907227
7477491,"2017-08-13","Eurosta solidaginis",41.6785189463,-83.6655866449,"https://www.inaturalist.org/observations/7477491","Gall","","developing","developing",225,4945.03857422,2095.54907227
7489137,"2017-08-12","Eurosta solidaginis",36.2167156069,-84.0844170191,"https://www.inaturalist.org/observations/7489137","Gall","","developing","developing",224,6379.36669922,2885.02929688
7503522,"2017-08-06","Eurosta solidaginis",46.86533,-96.464675,"https://www.inaturalist.org/observations/7503522","Gall","","developing","developing",218,3652.90869141,1387.32202148
7709511,"2017-08-22","Eurosta solidaginis",44.7063433698,-73.1446882704,"https://www.inaturalist.org/observations/7709511","Gall","","developing","developing",234,4352.61474609,1786.60693359
7721533,"2017-07-18","Eurosta solidaginis",44.3737083333,-72.5510783333,"https://www.inaturalist.org/observations/7721533","Gall","","developing","developing",199,2761.5859375,896.867004395
7728314,"2017-08-31","Eurosta solidaginis",40.8935324243,-82.3174502236,"https://www.inaturalist.org/observations/7728314","Gall","","developing","developing",243,5648.10253906,2375.13452148
7744317,"2017-09-01","Eurosta solidaginis",41.2835726123,-86.4756059246,"https://www.inaturalist.org/observations/7744317","Gall","","developing","developing",244,5639.61474609,2409.68481445
7757220,"2017-07-21","Eurosta solidaginis",44.2951016667,-72.4436916667,"https://www.inaturalist.org/observations/7757220","Gall","","developing","developing",202,2865.04052734,952.253295898
7771099,"2017-07-22","Eurosta solidaginis",43.6342183333,-72.3313533333,"https://www.inaturalist.org/observations/7771099","Gall","","developing","developing",203,3089.03295898,1099.67297363
7798136,"2017-09-05","Eurosta solidaginis",46.9114265079,-96.7575106212,"https://www.inaturalist.org/observations/7798136","Gall","","developing","developing",248,4697.765625,1901.50927734
7802674,"2017-07-24","Eurosta solidaginis",44.41512,-72.3398366667,"https://www.inaturalist.org/observations/7802674","Gall","","developing","developing",205,2805.04663086,919.385070801
7844611,"2017-09-09","Eurosta solidaginis",42.5350570819,-76.6420363449,"https://www.inaturalist.org/observations/7844611","Gall","","dormfall","dormfall",252,5113.78076172,2019.74230957
7871037,"2017-07-25","Eurosta solidaginis",44.2546283333,-72.5798016667,"https://www.inaturalist.org/observations/7871037","Gall","","developing","developing",206,3059.26904297,1060.65808105
7875761,"2017-09-10","Eurosta solidaginis",41.4340674039,-81.4162296709,"https://www.inaturalist.org/observations/7875761","Gall","","dormfall","dormfall",253,5806.92333984,2428.86328125
7875764,"2017-09-10","Eurosta solidaginis",41.4336748794,-81.4169680328,"https://www.inaturalist.org/observations/7875764","Gall","","developing","developing",253,5806.92333984,2428.86328125
7886207,"2017-09-01","Eurosta solidaginis",42.9634567582,-85.4926415618,"https://www.inaturalist.org/observations/7886207","Gall","","developing","developing",244,5091.91943359,2106.79052734
7897513,"2017-07-26","Eurosta solidaginis",44.386785,-72.574405,"https://www.inaturalist.org/observations/7897513","Gall","","developing","developing",207,2952.33056641,985.048950195
7908234,"2017-08-30","Eurosta solidaginis",40.6522201408,-74.5460557938,"https://www.inaturalist.org/observations/7908234","Gall","","developing","developing",242,5693.54150391,2467.82543945
7910965,"2017-09-13","Eurosta solidaginis",43.5247616667,-72.4039466667,"https://www.inaturalist.org/observations/7910965","Gall","","developing","developing",256,4810.73291016,1851.87414551
7925388,"2017-09-14","Eurosta solidaginis",41.257479,-88.194726,"https://www.inaturalist.org/observations/7925388","Gall","","developing","developing",257,6134.02880859,2637.29589844
7935509,"2017-09-15","Eurosta solidaginis",47.3842216667,-91.207185,"https://www.inaturalist.org/observations/7935509","Gall","","developing","developing",258,4033.43798828,1333.26757812
7943559,"2017-09-16","Eurosta solidaginis",43.52452579,-72.40198663,"https://www.inaturalist.org/observations/7943559","Gall","","dormfall","dormfall",259,4919.34472656,1906.48608398
7953333,"2017-09-16","Eurosta solidaginis",41.525565,-87.92253,"https://www.inaturalist.org/observations/7953333","Gall","","developing","developing",259,6017.74951172,2563.22485352
7971314,"2017-09-17","Eurosta solidaginis",41.4099583333,-73.28585,"https://www.inaturalist.org/observations/7971314","Gall","","developing","developing",260,5621.82861328,2275.42382812
7972478,"2017-09-13","Eurosta solidaginis",42.4065055168,-85.3993431329,"https://www.inaturalist.org/observations/7972478","Gall","","developing","developing",256,5373.00634766,2125.140625
8004015,"2017-09-16","Eurosta solidaginis",40.7482810988,-74.7186613083,"https://www.inaturalist.org/observations/8004015","Gall","","developing","developing",259,5913.42285156,2484.43896484
