"gall_id","host_id","phenophase","date","doy","latitude","longitude","site","state","country","sourceURL","pageURL","lifestage","viability","AGDD32","AGDD50","yearend32","yearend50","percent32","percent50","year","date_type"
760,443,"maturing",NA,124,42.30483,-78.25034,"HGD",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,127,42.30483,-78.25034,"HGD",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,134,42.30483,-78.25034,"HGD",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,120,43.05762,-78.69731,"DLP",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,126,43.05762,-78.69731,"DLP",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,134,43.05762,-78.69731,"DLP",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,122,43.09386,-77.38694,"CTO",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,126,43.09386,-77.38694,"CTO",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,129,43.09386,-77.38694,"CTO",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,122,43.1169,-78.4311,"KNT",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,127,43.1169,-78.4311,"KNT",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing",NA,134,43.1169,-78.4311,"KNT",NA,"USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA
760,443,"maturing","1993-05-31",151,45.409579,-93.199758,"Cedar Creek Natural History Area","MN","USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,1993,"start_date"
760,443,"maturing","1993-06-08",159,45.409579,-93.199758,"Cedar Creek Natural History Area","MN","USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,1993,"peak_date"
760,443,"maturing","1993-06-13",164,45.409579,-93.199758,"Cedar Creek Natural History Area","MN","USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,1993,"end_date"
760,443,"maturing","1994-05-26",146,45.409579,-93.199758,"Cedar Creek Natural History Area","MN","USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,1994,"start_date"
760,443,"maturing","1994-05-29",149,45.409579,-93.199758,"Cedar Creek Natural History Area","MN","USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,1994,"peak_date"
760,443,"maturing","1994-06-10",161,45.409579,-93.199758,"Cedar Creek Natural History Area","MN","USA",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,1994,"end_date"
760,443,"maturing","2022-05-28",148,44.030083,-79.533782,"Koffler Scientific Reserve at Jokers Hill","ON","Canada",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,2022,"start_date"
760,443,"maturing","2022-05-30",150,44.030083,-79.533782,"Koffler Scientific Reserve at Jokers Hill","ON","Canada",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,2022,"peak_date"
760,443,"maturing","2022-06-08",159,44.030083,-79.533782,"Koffler Scientific Reserve at Jokers Hill","ON","Canada",NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,2022,"end_date"
