"id","taxon.name","latitude","longitude","uri","Evidence_of_Presence","Life_Stage","Gall_phenophase","phenostage","doy","AGDD32","AGDD50","observed_on","Gall_phenophaseyr2","phenostage2","percent32","currentyearend","currentyear32","currentyear50","percent50","wrapdoy"
4230526,"Eurosta solidaginis",44.4154582032,-72.9989917048,"http://www.inaturalist.org/observations/4230526","Gall","","dormfall","dormfall",273,5656.90234375,2438.45825195,"2016-09-29","dormant","dormant",0.871576200407442,"2016-12-31",6490.42773438,2580.13623047,0.945088954278127,273
4369064,"Eurosta solidaginis",41.3810216667,-81.868195,"http://www.inaturalist.org/observations/4369064","Gall","","dormfall","dormfall",290,7360.34228516,3467.37329102,"2016-10-16","dormant","dormant",0.893732551768682,"2016-12-31",8235.50878906,3641.13623047,0.952277825257977,290
4371260,"Eurosta solidaginis",44.3515787181,-73.0066455174,"http://www.inaturalist.org/observations/4371260","Gall","","dormfall","dormfall",288,5694.78369141,2300.43481445,"2016-10-14","dormant","dormant",0.923226990621979,"2016-12-31",6168.34619141,2353.43579102,0.977479319056744,288
4437338,"Eurosta solidaginis",47.38278,-91.1925483333,"http://www.inaturalist.org/observations/4437338","Gall","","dormfall","dormfall",299,5038.703125,1758.58911133,"2016-10-25","dormant","dormant",0.93690800123884,"2016-12-31",5378.01269531,1765.80700684,0.995912409746908,299
4482381,"Eurosta solidaginis",43.3498144057,-73.0557960738,"http://www.inaturalist.org/observations/4482381","Gall","","dormfall","dormfall",307,5567.00097656,2050.33325195,"2016-11-02","dormant","dormant",0.967406384793772,"2016-12-31",5754.56298828,2053.4921875,0.998461676372947,307
4535007,"Eurosta solidaginis",35.0306638889,-85.5810611111,"http://www.inaturalist.org/observations/4535007","Gall","","developing","developing",198,5452.73583984,2482.63085938,"2016-07-16","developing","developing",0.485281805545314,"2016-12-31",11236.2255859,5479.73779297,0.453056506200897,198
4585123,"Eurosta solidaginis",42.4677323754,-83.995834887,"http://www.inaturalist.org/observations/4585123","Gall","","dormfall","dormfall",321,7103.50488281,2987.31420898,"2016-11-16","dormant","dormant",0.980468377218248,"2016-12-31",7245.01171875,2992.66918945,0.998210634008972,321
4761974,"Eurosta solidaginis",40.6241810206,-74.575881958,"http://www.inaturalist.org/observations/4761974","Gall","","dormfall","dormfall",338,8117.01367188,3438.74389648,"2016-12-03","dormant","dormant",0.989119570719536,"2016-12-31",8206.30175781,3438.74389648,1,338
5123755,"Eurosta solidaginis",40.652057346,-74.5462703705,"https://www.inaturalist.org/observations/5123755","Gall","","developing","developing",168,2602.28564453,769.174926758,"2016-06-16","developing","developing",0.318315653546856,"2016-12-31",8175.17333984,3412.71728516,0.225384894934811,168
6141066,"Eurosta solidaginis",30.54124581,-87.89038369,"https://www.inaturalist.org/observations/6141066","Gall","","developing","developing",128,3836.85131836,1614.92346191,"2017-05-08","developing","developing",0.294401583965482,"2017-12-31",13032.7128906,6649.88232422,0.24284993074662,128
6772386,"Eurosta solidaginis",32.570012289,-80.257452428,"https://www.inaturalist.org/observations/6772386","Gall","","developing","developing",174,5750.37792969,2713.75952148,"2017-06-23","developing","developing",0.43687562164186,"2017-12-31",13162.5058594,6777.77099609,0.400391149692949,174
6784462,"Eurosta solidaginis",43.9210166667,-89.9010866667,"https://www.inaturalist.org/observations/6784462","Gall","","developing","developing",174,2372.56982422,733.940307617,"2017-06-23","developing","developing",0.360125832217613,"2017-12-31",6588.16894531,2570.11816406,0.285566756377302,174
6980011,"Eurosta solidaginis",39.9880561829,-82.6986083984,"https://www.inaturalist.org/observations/6980011","Gall","","developing","developing",190,3864.65258789,1452.36486816,"2017-07-09","developing","developing",0.480547261554831,"2017-12-31",8042.19042969,3287.93115234,0.441726058383662,190
7014443,"Eurosta solidaginis",41.5597374994,-81.596952921,"https://www.inaturalist.org/observations/7014443","Gall","","developing","developing",192,3704.95654297,1386.93505859,"2017-07-11","developing","developing",0.458908499787023,"2017-12-31",8073.41015625,3365.69140625,0.41208028044832,192
7042171,"Eurosta solidaginis",40.653522485,-74.5295763016,"https://www.inaturalist.org/observations/7042171","Gall","","developing","developing",190,3610.421875,1314.68273926,"2017-07-09","developing","developing",0.448753135111251,"2017-12-31",8045.45214844,3321.45629883,0.395815154853341,190
7088309,"Eurosta solidaginis",42.4042188842,-85.4019369465,"https://www.inaturalist.org/observations/7088309","Gall","","developing","developing",198,3433.30957031,1229.44372559,"2017-07-17","developing","developing",0.494244339284556,"2017-12-31",6946.58349609,2652.11694336,0.463570706664391,198
7110981,"Eurosta solidaginis",41.9124317123,-73.6698962097,"https://www.inaturalist.org/observations/7110981","Gall","","developing","developing",197,3359.31176758,1206.10693359,"2017-07-16","developing","developing",0.475170591525744,"2017-12-31",7069.69628906,2753.11547852,0.438088028998468,197
7123368,"Eurosta solidaginis",43.7386583333,-72.5232,"https://www.inaturalist.org/observations/7123368","Gall","","developing","developing",200,2681.44995117,847.475158691,"2017-07-19","developing","developing",0.469785559123266,"2017-12-31",5707.81689453,1942.4498291,0.436291916524641,200
7147521,"Eurosta solidaginis",41.2465693429,-81.6821355746,"https://www.inaturalist.org/observations/7147521","Gall","","developing","developing",202,4074.40527344,1592.59375,"2017-07-21","developing","developing",0.525421352073752,"2017-12-31",7754.54833984,3163.56079102,0.503418096001409,202
7159846,"Eurosta solidaginis",45.0141452998,-84.6637216956,"https://www.inaturalist.org/observations/7159846","Gall","","developing","developing",203,2781.30444336,933.434082031,"2017-07-22","developing","developing",0.498492474845492,"2017-12-31",5579.43115234,1947.74169922,0.479239152914787,203
7160491,"Eurosta solidaginis",45.0152264815,-84.662840087,"https://www.inaturalist.org/observations/7160491","Gall","","developing","developing",203,2781.30444336,933.434082031,"2017-07-22","developing","developing",0.498492474845492,"2017-12-31",5579.43115234,1947.74169922,0.479239152914787,203
7166826,"Eurosta solidaginis",42.351059334,-76.6792487901,"https://www.inaturalist.org/observations/7166826","Gall","","developing","developing",203,3184.27880859,1071.35864258,"2017-07-22","developing","developing",0.511182734456472,"2017-12-31",6229.23779297,2192.40625,0.488667938517325,203
7171726,"Eurosta solidaginis",42.9774775263,-88.5045951326,"https://www.inaturalist.org/observations/7171726","Gall","","developing","developing",204,3548.43798828,1323.47631836,"2017-07-23","developing","developing",0.527622874574497,"2017-12-31",6725.33007812,2612.24853516,0.506642572690327,204
7180425,"Eurosta solidaginis",42.4078,-87.8122944444,"https://www.inaturalist.org/observations/7180425","Gall","","developing","developing",196,3230.09765625,1130.35424805,"2017-07-15","developing","developing",0.466339312810767,"2017-12-31",6926.49658203,2684.71582031,0.421033108792677,196
7182375,"Eurosta solidaginis",44.36557,-72.5419583333,"https://www.inaturalist.org/observations/7182375","Gall","","developing","developing",184,2178.13378906,630.539367676,"2017-07-03","developing","developing",0.370457342060021,"2017-12-31",5879.58056641,2101.78662109,0.300001608797471,184
7235562,"Eurosta solidaginis",44.0827267644,-70.2075852455,"https://www.inaturalist.org/observations/7235562","Gall","","developing","developing",191,2531.54541016,816.830078125,"2017-07-10","developing","developing",0.40975023800562,"2017-12-31",6178.26464844,2318.49707031,0.35231016186524,191
7245780,"Eurosta solidaginis",45.9880833333,-86.1059278333,"https://www.inaturalist.org/observations/7245780","Gall","","developing","developing",209,2741.41674805,836.32434082,"2017-07-28","developing","developing",0.51806063327328,"2017-12-31",5291.69091797,1694.20361328,0.493638624227029,209
7275716,"Eurosta solidaginis",39.8867293541,-83.2283859049,"https://www.inaturalist.org/observations/7275716","Gall","","developing","developing",211,4868.47705078,2046.90466309,"2017-07-30","developing","developing",0.586861170287242,"2017-12-31",8295.79003906,3479.11816406,0.588340081183486,211
7282331,"Eurosta solidaginis",42.4626947729,-76.4584064453,"https://www.inaturalist.org/observations/7282331","Gall","","developing","developing",209,3915.61108398,1522.73571777,"2017-07-28","developing","developing",0.545567149109345,"2017-12-31",7177.13867188,2819.73364258,0.540028212160042,209
7292129,"Eurosta solidaginis",41.676716,-87.86989,"https://www.inaturalist.org/observations/7292129","Gall","","developing","developing",211,4376.40087891,1800.54797363,"2017-07-30","developing","developing",0.566841291921969,"2017-12-31",7720.68115234,3237.61279297,0.556134438787623,211
7322457,"Eurosta solidaginis",45.56675,-84.5902033333,"https://www.inaturalist.org/observations/7322457","Gall","","developing","developing",214,3122.53930664,1090.23217773,"2017-08-02","developing","developing",0.556572482764654,"2017-12-31",5610.30126953,1945.47436523,0.560394008379087,214
7338932,"Eurosta solidaginis",40.6962578192,-74.5223236084,"https://www.inaturalist.org/observations/7338932","Gall","","developing","developing",210,4416.06396484,1777.37280273,"2017-07-29","developing","developing",0.553196266858548,"2017-12-31",7982.81591797,3281.93847656,0.541561889543089,210
7361211,"Eurosta solidaginis",44.5638366463,-72.5663151406,"https://www.inaturalist.org/observations/7361211","Gall","","developing","developing",217,3352.20117188,1197.77319336,"2017-08-05","developing","developing",0.570757920875577,"2017-12-31",5873.24511719,2080.93261719,0.575594415439276,217
7408150,"Eurosta solidaginis",40.9901756921,-75.1426005363,"https://www.inaturalist.org/observations/7408150","Gall","","developing","developing",213,4399.02685547,1788.69519043,"2017-08-01","developing","developing",0.575556708473975,"2017-12-31",7643.08154297,3094.49487305,0.578024932601366,213
7411145,"Eurosta solidaginis",44.9442043462,-73.153077364,"https://www.inaturalist.org/observations/7411145","Gall","","developing","developing",207,3249.04223633,1205.85510254,"2017-07-26","developing","developing",0.505564482196501,"2017-12-31",6426.56347656,2485.15893555,0.485222528543482,207
7434875,"Eurosta solidaginis",42.4041813333,-85.4019377847,"https://www.inaturalist.org/observations/7434875","Gall","","developing","developing",222,4322.42822266,1686.56237793,"2017-08-10","developing","developing",0.622238000175619,"2017-12-31",6946.58349609,2652.11694336,0.635930622196951,222
7477424,"Eurosta solidaginis",41.6785980858,-83.6654896059,"https://www.inaturalist.org/observations/7477424","Gall","","developing","developing",225,4945.03857422,2095.54907227,"2017-08-13","developing","developing",0.638076609095309,"2017-12-31",7749.91357422,3206.33642578,0.65356493954318,225
7477491,"Eurosta solidaginis",41.6785189463,-83.6655866449,"https://www.inaturalist.org/observations/7477491","Gall","","developing","developing",225,4945.03857422,2095.54907227,"2017-08-13","developing","developing",0.638076609095309,"2017-12-31",7749.91357422,3206.33642578,0.65356493954318,225
7489137,"Eurosta solidaginis",36.2167156069,-84.0844170191,"https://www.inaturalist.org/observations/7489137","Gall","","developing","developing",224,6379.36669922,2885.02929688,"2017-08-12","developing","developing",0.645668614635676,"2017-12-31",9880.24902344,4311.86865234,0.669090255176101,224
7503522,"Eurosta solidaginis",46.86533,-96.464675,"https://www.inaturalist.org/observations/7503522","Gall","","developing","developing",218,3652.90869141,1387.32202148,"2017-08-06","developing","developing",0.623836127251067,"2017-12-31",5855.55810547,2142.04345703,0.647662873937935,218
7709511,"Eurosta solidaginis",44.7063433698,-73.1446882704,"https://www.inaturalist.org/observations/7709511","Gall","","developing","developing",234,4352.61474609,1786.60693359,"2017-08-22","developing","developing",0.666551887738778,"2017-12-31",6530.04638672,2554.74682617,0.699328369953757,234
7721533,"Eurosta solidaginis",44.3737083333,-72.5510783333,"https://www.inaturalist.org/observations/7721533","Gall","","developing","developing",199,2761.5859375,896.867004395,"2017-07-18","developing","developing",0.466334527507367,"2017-12-31",5921.89892578,2088.90625,0.429347657126786,199
7728314,"Eurosta solidaginis",40.8935324243,-82.3174502236,"https://www.inaturalist.org/observations/7728314","Gall","","developing","developing",243,5648.10253906,2375.13452148,"2017-08-31","developing","developing",0.733505204910987,"2017-12-31",7700.15332031,3073.17358398,0.77286051587233,243
7744317,"Eurosta solidaginis",41.2835726123,-86.4756059246,"https://www.inaturalist.org/observations/7744317","Gall","","developing","developing",244,5639.61474609,2409.68481445,"2017-09-01","developing","developing",0.727430071823431,"2017-12-31",7752.79296875,3170.12988281,0.760121794225686,244
7757220,"Eurosta solidaginis",44.2951016667,-72.4436916667,"https://www.inaturalist.org/observations/7757220","Gall","","developing","developing",202,2865.04052734,952.253295898,"2017-07-21","developing","developing",0.488764079573421,"2017-12-31",5861.80664062,2043.96130371,0.465886166322994,202
7771099,"Eurosta solidaginis",43.6342183333,-72.3313533333,"https://www.inaturalist.org/observations/7771099","Gall","","developing","developing",203,3089.03295898,1099.67297363,"2017-07-22","developing","developing",0.499329382796259,"2017-12-31",6186.36328125,2278.86035156,0.48255391028117,203
7798136,"Eurosta solidaginis",46.9114265079,-96.7575106212,"https://www.inaturalist.org/observations/7798136","Gall","","developing","developing",248,4697.765625,1901.50927734,"2017-09-05","developing","developing",0.792843609206951,"2017-12-31",5925.2109375,2212.46728516,0.85945192956943,248
7802674,"Eurosta solidaginis",44.41512,-72.3398366667,"https://www.inaturalist.org/observations/7802674","Gall","","developing","developing",205,2805.04663086,919.385070801,"2017-07-24","developing","developing",0.502549869107943,"2017-12-31",5581.62841797,1883.58117676,0.488104830386158,205
7844611,"Eurosta solidaginis",42.5350570819,-76.6420363449,"https://www.inaturalist.org/observations/7844611","Gall","","dormfall","dormfall",252,5113.78076172,2019.74230957,"2017-09-09","dormant","dormant",0.753414673835303,"2017-12-31",6787.47167969,2571.15405273,0.785539204632829,252
7871037,"Eurosta solidaginis",44.2546283333,-72.5798016667,"https://www.inaturalist.org/observations/7871037","Gall","","developing","developing",206,3059.26904297,1060.65808105,"2017-07-25","developing","developing",0.509315307464354,"2017-12-31",6006.63085938,2156.23608398,0.491902574551219,206
7875761,"Eurosta solidaginis",41.4340674039,-81.4162296709,"https://www.inaturalist.org/observations/7875761","Gall","","dormfall","dormfall",253,5806.92333984,2428.86328125,"2017-09-10","dormant","dormant",0.763111049453266,"2017-12-31",7609.5390625,3055.20947266,0.794990753657007,253
7875764,"Eurosta solidaginis",41.4336748794,-81.4169680328,"https://www.inaturalist.org/observations/7875764","Gall","","developing","developing",253,5806.92333984,2428.86328125,"2017-09-10","developing","developing",0.763111049453266,"2017-12-31",7609.5390625,3055.20947266,0.794990753657007,253
7886207,"Eurosta solidaginis",42.9634567582,-85.4926415618,"https://www.inaturalist.org/observations/7886207","Gall","","developing","developing",244,5091.91943359,2106.79052734,"2017-09-01","developing","developing",0.730006609662656,"2017-12-31",6975.16894531,2748.75048828,0.766453898352302,244
7897513,"Eurosta solidaginis",44.386785,-72.574405,"https://www.inaturalist.org/observations/7897513","Gall","","developing","developing",207,2952.33056641,985.048950195,"2017-07-26","developing","developing",0.508432940857162,"2017-12-31",5806.72558594,2033.43066406,0.484427115025513,207
7908234,"Eurosta solidaginis",40.6522201408,-74.5460557938,"https://www.inaturalist.org/observations/7908234","Gall","","developing","developing",242,5693.54150391,2467.82543945,"2017-08-30","developing","developing",0.708630189342595,"2017-12-31",8034.57373047,3325.61523438,0.742065833093912,242
7910965,"Eurosta solidaginis",43.5247616667,-72.4039466667,"https://www.inaturalist.org/observations/7910965","Gall","","developing","developing",256,4810.73291016,1851.87414551,"2017-09-13","developing","developing",0.767005362369133,"2017-12-31",6272.09814453,2341.06005859,0.791040852931115,256
7925388,"Eurosta solidaginis",41.257479,-88.194726,"https://www.inaturalist.org/observations/7925388","Gall","","developing","developing",257,6134.02880859,2637.29589844,"2017-09-14","developing","developing",0.778654071995621,"2017-12-31",7877.73291016,3281.49682617,0.803686865520489,257
7935509,"Eurosta solidaginis",47.3842216667,-91.207185,"https://www.inaturalist.org/observations/7935509","Gall","","developing","developing",258,4033.43798828,1333.26757812,"2017-09-15","developing","developing",0.819236557641444,"2017-12-31",4923.41064453,1511.18835449,0.882264328042652,258
7943559,"Eurosta solidaginis",43.52452579,-72.40198663,"https://www.inaturalist.org/observations/7943559","Gall","","dormfall","dormfall",259,4919.34472656,1906.48608398,"2017-09-16","dormant","dormant",0.784322026409973,"2017-12-31",6272.09814453,2341.06005859,0.814368720266092,259
7953333,"Eurosta solidaginis",41.525565,-87.92253,"https://www.inaturalist.org/observations/7953333","Gall","","developing","developing",259,6017.74951172,2563.22485352,"2017-09-16","developing","developing",0.788834394043597,"2017-12-31",7628.66015625,3138.86401367,0.816609079704299,259
7971314,"Eurosta solidaginis",41.4099583333,-73.28585,"https://www.inaturalist.org/observations/7971314","Gall","","developing","developing",260,5621.82861328,2275.42382812,"2017-09-17","developing","developing",0.78034393541461,"2017-12-31",7204.29589844,2784.67114258,0.817124791982373,260
7972478,"Eurosta solidaginis",42.4065055168,-85.3993431329,"https://www.inaturalist.org/observations/7972478","Gall","","developing","developing",256,5373.00634766,2125.140625,"2017-09-13","developing","developing",0.773474665738098,"2017-12-31",6946.58349609,2652.11694336,0.801299742954635,256
8004015,"Eurosta solidaginis",40.7482810988,-74.7186613083,"https://www.inaturalist.org/observations/8004015","Gall","","developing","developing",259,5913.42285156,2484.43896484,"2017-09-16","developing","developing",0.775851023565489,"2017-12-31",7621.85351562,3055.23608398,0.813174136645954,259
8011342,"Eurosta solidaginis",43.1524008885,-93.1674588473,"https://www.inaturalist.org/observations/8011342","Gall","","dormfall","dormfall",263,5593.41650391,2387.71533203,"2017-09-20","dormant","dormant",0.835253305521255,"2017-12-31",6696.67089844,2700.69042969,0.884112931189997,263
8062797,"Eurosta solidaginis",42.460075,-76.4779583333,"https://www.inaturalist.org/observations/8062797","Gall","","dormfall","dormfall",266,5843.89697266,2425.02124023,"2017-09-23","dormant","dormant",0.814237712245461,"2017-12-31",7177.13867188,2819.73364258,0.8600178412636,266
8091630,"Eurosta solidaginis",41.5063877193,-81.4269254722,"https://www.inaturalist.org/observations/8091630","Gall","","dormfall","dormfall",268,6366.96435547,2734.15258789,"2017-09-25","dormant","dormant",0.832903857553282,"2017-12-31",7644.296875,3103.96191406,0.880858935641292,268
8092823,"Eurosta solidaginis",44.3374483333,-72.3534966667,"https://www.inaturalist.org/observations/8092823","Gall","","dormfall","dormfall",264,4675.76806641,1697.1463623,"2017-09-21","dormant","dormant",0.814300175224993,"2017-12-31",5742.06933594,1988.13391113,0.853637852460043,264
8144480,"Eurosta solidaginis",43.0100796939,-89.4222708853,"https://www.inaturalist.org/observations/8144480","Gall","","dormfall","dormfall",270,5953.83789062,2521.34863281,"2017-09-27","dormant","dormant",0.863979670565219,"2017-12-31",6891.17822266,2744.97094727,0.918533813743128,270
8168546,"Eurosta solidaginis",41.2455205992,-81.4089879581,"https://www.inaturalist.org/observations/8168546","Gall","","dormfall","dormfall",272,6501.01123047,2778.43261719,"2017-09-29","dormant","dormant",0.85504386491626,"2017-12-31",7603.13183594,3054.48046875,0.909625268721077,272
8172489,"Eurosta solidaginis",43.3121483454,-84.1634282283,"https://www.inaturalist.org/observations/8172489","Gall","","dormfall","dormfall",262,5654.31835938,2342.68945312,"2017-09-19","dormant","dormant",0.801996145586292,"2017-12-31",7050.30615234,2798.84448242,0.837020230253884,262
8208439,"Eurosta solidaginis",40.699744,-82.555764,"https://www.inaturalist.org/observations/8208439","Gall","","dormfall","dormfall",272,6656.13525391,2865.95678711,"2017-09-29","dormant","dormant",0.85696395169809,"2017-12-31",7767.11230469,3148.97949219,0.910122404486296,272
8301470,"Eurosta solidaginis",42.1958233333,-73.336805,"https://www.inaturalist.org/observations/8301470","Gall","","developing","developing",260,5219.94384766,2039.06567383,"2017-09-17","developing","developing",0.788999007113737,"2017-12-31",6615.90673828,2463.31640625,0.827772538134533,260
8344901,"Eurosta solidaginis",40.4963722872,-77.9910138902,"https://www.inaturalist.org/observations/8344901","Gall","","dormfall","dormfall",283,7095.25390625,3104.98925781,"2017-10-10","dormant","dormant",0.892000078327974,"2017-12-31",7954.31982422,3248.71850586,0.955758171170958,283
8348989,"Eurosta solidaginis",40.4968082719,-77.9906311725,"https://www.inaturalist.org/observations/8348989","Gall","","dormfall","dormfall",283,7095.25390625,3104.98925781,"2017-10-10","dormant","dormant",0.892000078327974,"2017-12-31",7954.31982422,3248.71850586,0.955758171170958,283
8363004,"Eurosta solidaginis",44.275395,-72.3869666667,"https://www.inaturalist.org/observations/8363004","Gall","","developing","developing",209,2907.79956055,956.366149902,"2017-07-28","developing","developing",0.522533204022146,"2017-12-31",5564.81298828,1877.05615234,0.509503217956353,209
8407980,"Eurosta solidaginis",43.7093009949,-72.4177627563,"https://www.inaturalist.org/observations/8407980","Gall","","dormfall","dormfall",287,5596.75585938,2128.6237793,"2017-10-14","dormant","dormant",0.916719172158793,"2017-12-31",6105.20214844,2221.39550781,0.958237185506214,287
8424758,"Eurosta solidaginis",41.3646877938,-88.1532514095,"https://www.inaturalist.org/observations/8424758","Gall","","developing","developing",172,2952.00683594,989.864074707,"2017-06-21","developing","developing",0.374007149286553,"2017-12-31",7892.91552734,3300.48608398,0.299914633638855,172
8484798,"Eurosta solidaginis",44.744628143,-73.3179603518,"https://www.inaturalist.org/observations/8484798","Gall","","dormfall","dormfall",293,5774.77636719,2244.68798828,"2017-10-20","dormant","dormant",0.91493099071272,"2017-12-31",6311.70703125,2321.56567383,0.966885414263052,293
8508431,"Eurosta solidaginis",46.6545219333,-87.6299514667,"https://www.inaturalist.org/observations/8508431","Gall","","dormfall","dormfall",282,4741.99804688,1638.37609863,"2017-10-09","dormant","dormant",0.928592389120986,"2017-12-31",5106.65185547,1696.53393555,0.965719614738419,282
8594779,"Eurosta solidaginis",42.4126629785,-83.9616031089,"https://www.inaturalist.org/observations/8594779","Gall","","dormfall","dormfall",301,6838.09814453,2783.88671875,"2017-10-28","dormant","dormant",0.962284458842045,"2017-12-31",7106.10888672,2787.19873047,0.998811705931194,301
