gf_id,genus,species,gall_id,host_id,sourceURL,pageURL,phenophase,lifestage,viability,date,doy,latitude,longitude,site,state,country,AGDD32,AGDD50,yearend32,yearend50,percent32,percent50
2445,Quercus,potosina,,,https://gallformers.org/source/755,,dormant,,viable,2010-12-04,,21.45808,-102.8345,Nochistlan de Mejia,Zacatecas,Mexico,,,,,,
2445,Quercus,potosina,,,https://gallformers.org/source/755,,maturing,Adult,,2011-02-15,,21.45808,-102.8345,Nochistlan de Mejia,Zacatecas,Mexico,,,,,,
2600,Quercus,turbinella,,,https://gallformers.org/source/755,,dormant,,viable,2007-10-31,,35.1983,-111.6513,Flagstaff,AZ,USA,,,,,,
2600,Quercus,turbinella,,,https://gallformers.org/source/755,,dormant,,viable,2007-10-31,,31.929,-109.38,Chiricahua Mountains,AZ,USA,,,,,,
2600,Quercus,turbinella,,,https://gallformers.org/source/755,,dormant,,viable,2007-10-26,,31.929,-109.38,Chiricahua Mountains,AZ,USA,,,,,,
3812,Quercus,deserticola,,,https://gallformers.org/source/755,,dormant,,viable,1932-01-02,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3812,Quercus,deserticola,,,https://gallformers.org/source/755,,maturing,Adult,,1932-03-02,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3812,Quercus,deserticola,,,https://gallformers.org/source/755,,maturing,Adult,,1932-03-15,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3812,Quercus,chihuahuensis,,,https://gallformers.org/source/755,,dormant,,viable,1931-10-18,,29.248582,-107.411256,Namiquipa,Chihuahua,Mexico,,,,,,
3812,Quercus,chihuahuensis,,,https://gallformers.org/source/755,,maturing,Adult,,1932-03-10,,29.248582,-107.411256,Namiquipa,Chihuahua,Mexico,,,,,,
3812,Quercus,chihuahuensis,,,https://gallformers.org/source/755,,dormant,,viable,1932-01-17,,20.626315,-100.396882,Queretaro,Queretaro,Mexico,,,,,,
3812,Quercus,chihuahuensis,,,https://gallformers.org/source/755,,maturing,Adult,,1932-03-26,,20.626315,-100.396882,Queretaro,Queretaro,Mexico,,,,,,
3812,Quercus,chihuahuensis,,,https://gallformers.org/source/755,,maturing,Adult,,1932-03-10,,20.626315,-100.396882,Queretaro,Queretaro,Mexico,,,,,,
3812,Quercus,rugosa,,,https://gallformers.org/source/755,,dormant,,viable,2018-01-16,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3812,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,2018-01-17,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3812,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,2018-01-31,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3812,Quercus,glaucoides,,,https://gallformers.org/source/755,,dormant,,viable,2014-02-15,,19.687038,-99.940044,San Felipe de Progreso,Mexico,Mexico,,,,,,
3812,Quercus,glaucoides,,,https://gallformers.org/source/755,,maturing,Adult,,2014-02-21,,19.687038,-99.940044,San Felipe de Progreso,Mexico,Mexico,,,,,,
3812,Quercus,glaucoides,,,https://gallformers.org/source/755,,dormant,,viable,2013-12-26,,19.687038,-99.940044,San Felipe de Progreso,Mexico,Mexico,,,,,,
3812,Quercus,glaucoides,,,https://gallformers.org/source/755,,maturing,Adult,,2014-02-16,,19.687038,-99.940044,San Felipe de Progreso,Mexico,Mexico,,,,,,
3812,Quercus,glabrescens,,,https://gallformers.org/source/755,,dormant,,viable,2013-12-26,,19.687038,-99.940044,San Felipe de Progreso,Mexico,Mexico,,,,,,
3812,Quercus,glabrescens,,,https://gallformers.org/source/755,,maturing,Adult,,2014-01-21,,19.687038,-99.940044,San Felipe de Progreso,Mexico,Mexico,,,,,,
3812,Quercus,glabrescens,,,https://gallformers.org/source/755,,maturing,Adult,,2014-01-23,,19.687038,-99.940044,San Felipe de Progreso,Mexico,Mexico,,,,,,
3812,Quercus,obtusata,,,https://gallformers.org/source/755,,dormant,,viable,2007-09-09,,19.76025,-99.34456,Tepoztlan,Morelos,Mexico,,,,,,
3812,Quercus,obtusata,,,https://gallformers.org/source/755,,maturing,Adult,,2007-10-08,,19.76025,-99.34456,Tepoztlan,Morelos,Mexico,,,,,,
3817,Quercus,magnoliifolia,,,https://gallformers.org/source/755,,dormant,,viable,1931-12-04,,21.93227,-99.992389,Rio Verde,San Luis Potosi,Mexico,,,,,,
3817,Quercus,magnoliifolia,,,https://gallformers.org/source/755,,maturing,Adult,,1932-05-12,,21.93227,-99.992389,Rio Verde,San Luis Potosi,Mexico,,,,,,
3817,Quercus,rugosa,,,https://gallformers.org/source/755,,dormant,,viable,2018-01-16,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3817,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,2018-01-17,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3817,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,2018-01-31,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3818,Quercus,rugosa,,,https://gallformers.org/source/755,,dormant,,viable,1932-01-12,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3818,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,1932-03-10,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3818,Quercus,deserticola,,,https://gallformers.org/source/755,,dormant,,viable,1932-01-07,,18.902231,-99.233628,Cuernavaca,Morelos,Mexico,,,,,,
3818,Quercus,deserticola,,,https://gallformers.org/source/755,,maturing,Adult,,1932-04-10,,18.902231,-99.233628,Cuernavaca,Morelos,Mexico,,,,,,
3818,Quercus,rugosa,,,https://gallformers.org/source/755,,dormant,,viable,2016-10-04,,19.035002,-99.206448,Coajomulco,Morelos,Mexico,,,,,,
3818,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,2017-04-15,,19.035002,-99.206448,Coajomulco,Morelos,Mexico,,,,,,
3818,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,2017-04-30,,19.035002,-99.206448,Coajomulco,Morelos,Mexico,,,,,,
3818,Quercus,rugosa,,,https://gallformers.org/source/755,,dormant,,viable,2018-01-16,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3818,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,2018-01-17,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
3818,Quercus,rugosa,,,https://gallformers.org/source/755,,maturing,Adult,,2017-01-31,,19.4326,-99.1332,Mexico City,DF,Mexico,,,,,,
