"","date","longitude","latitude","AGDD32","AGDD50","doy"
"166",2021-01-09,-100,29,170.883102417,28.9530792236,9
"167",2021-01-09,-100,31,91.3950576782,4.4100112915,9
"168",2021-01-09,-100,33,83.9880523682,0.989994049072,9
"169",2021-01-09,-100,35,65.3940582275,0,9
"170",2021-01-09,-100,37,NA,NA,9
"171",2021-01-09,-100,39,40.6710586548,0,9
"172",2021-01-09,-100,41,16.9920043945,0,9
"173",2021-01-09,-100,43,11.6820068359,0,9
"174",2021-01-09,-100,45,1.40406036377,0,9
"175",2021-01-09,-100,47,3.06000900269,0,9
"176",2021-01-09,-100,49,0.990020751953,0,9
"177",2021-01-09,-95,29,NA,NA,9
"178",2021-01-09,-95,31,168.984039307,26.9639701843,9
"179",2021-01-09,-95,33,111.807006836,5.6969909668,9
"180",2021-01-09,-95,35,78.8760452271,1.97999954224,9
"181",2021-01-09,-95,37,NA,NA,9
"182",2021-01-09,-95,39,20.4570350647,0,9
"183",2021-01-09,-95,41,3.51000976562,0,9
"184",2021-01-09,-95,43,0,0,9
"185",2021-01-09,-95,45,0,0,9
"186",2021-01-09,-95,47,0,0,9
"187",2021-01-09,-95,49,0,0,9
"188",2021-01-09,-90,29,NA,NA,9
"189",2021-01-09,-90,31,156.48298645,6.18299865723,9
"190",2021-01-09,-90,33,118.980041504,0.450016021729,9
"191",2021-01-09,-90,35,100.125106812,0,9
"192",2021-01-09,-90,37,NA,NA,9
"193",2021-01-09,-90,39,13.0500259399,0,9
"194",2021-01-09,-90,41,0,0,9
"195",2021-01-09,-90,43,0,0,9
"196",2021-01-09,-90,45,0,0,9
"197",2021-01-09,-90,47,NA,NA,9
"198",2021-01-09,-90,49,NA,NA,9
"199",2021-01-09,-85,29,NA,NA,9
"200",2021-01-09,-85,31,184.869110107,14.9400978088,9
"201",2021-01-09,-85,33,136.404037476,1.5299987793,9
"202",2021-01-09,-85,35,95.6430206299,0,9
"203",2021-01-09,-85,37,NA,NA,9
"204",2021-01-09,-85,39,47.3760032654,0,9
"205",2021-01-09,-85,41,7.60500335693,0,9
"206",2021-01-09,-85,43,0,0,9
"207",2021-01-09,-85,45,1.42200469971,0,9
"208",2021-01-09,-85,47,NA,NA,9
"209",2021-01-09,-85,49,NA,NA,9
"210",2021-01-09,-80,29,NA,NA,9
"211",2021-01-09,-80,31,NA,NA,9
"212",2021-01-09,-80,33,198.288085938,34.3800811768,9
"213",2021-01-09,-80,35,133.083068848,15.930015564,9
"214",2021-01-09,-80,37,NA,NA,9
"215",2021-01-09,-80,39,37.9800186157,0,9
"216",2021-01-09,-80,41,15.9660148621,0,9
"217",2021-01-09,-80,43,NA,NA,9
"218",2021-01-09,-80,45,NA,NA,9
"219",2021-01-09,-80,47,NA,NA,9
"220",2021-01-09,-80,49,NA,NA,9
"221",2021-01-09,-75,29,NA,NA,9
"222",2021-01-09,-75,31,NA,NA,9
"223",2021-01-09,-75,33,NA,NA,9
"224",2021-01-09,-75,35,NA,NA,9
"225",2021-01-09,-75,37,NA,NA,9
"226",2021-01-09,-75,39,82.1430587769,1.97999954224,9
"227",2021-01-09,-75,41,21.1500701904,0,9
"228",2021-01-09,-75,43,2.52001953125,0,9
"229",2021-01-09,-75,45,NA,NA,9
"230",2021-01-09,-75,47,NA,NA,9
"231",2021-01-09,-75,49,NA,NA,9
"232",2021-01-09,-70,29,NA,NA,9
"233",2021-01-09,-70,31,NA,NA,9
"234",2021-01-09,-70,33,NA,NA,9
"235",2021-01-09,-70,35,NA,NA,9
"236",2021-01-09,-70,37,NA,NA,9
"237",2021-01-09,-70,39,NA,NA,9
"238",2021-01-09,-70,41,NA,NA,9
"239",2021-01-09,-70,43,NA,NA,9
"240",2021-01-09,-70,45,0,0,9
"241",2021-01-09,-70,47,NA,NA,9
"242",2021-01-09,-70,49,NA,NA,9
"243",2021-01-16,-120,29,NA,NA,16
"244",2021-01-16,-120,31,NA,NA,16
"245",2021-01-16,-120,33,NA,NA,16
"246",2021-01-16,-120,35,337.239044189,57.7260246277,16
"247",2021-01-16,-120,37,NA,NA,16
"248",2021-01-16,-120,39,87.5160598755,0,16
"249",2021-01-16,-120,41,58.383026123,0,16
"250",2021-01-16,-120,43,86.3550643921,0,16
"251",2021-01-16,-120,45,76.5360565186,0,16
"252",2021-01-16,-120,47,101.943161011,0,16
"253",2021-01-16,-120,49,0,0,16
"254",2021-01-16,-115,29,NA,NA,16
"255",2021-01-16,-115,31,NA,NA,16
"256",2021-01-16,-115,33,430.182037354,143.712005615,16
"257",2021-01-16,-115,35,310.229980469,46.439994812,16
"258",2021-01-16,-115,37,NA,NA,16
"259",2021-01-16,-115,39,39.6000595093,0,16
"260",2021-01-16,-115,41,1.52098846436,0,16
"261",2021-01-16,-115,43,24.9660072327,0,16
"262",2021-01-16,-115,45,0.458969116211,0,16
"263",2021-01-16,-115,47,3.21298599243,0,16
"264",2021-01-16,-115,49,0,0,16
"265",2021-01-16,-110,29,NA,NA,16
"266",2021-01-16,-110,31,NA,NA,16
"267",2021-01-16,-110,33,232.29901123,5.43603134155,16
"268",2021-01-16,-110,35,33.5159988403,0,16
"269",2021-01-16,-110,37,NA,NA,16
"270",2021-01-16,-110,39,0,0,16
"271",2021-01-16,-110,41,6.54300689697,0,16
"272",2021-01-16,-110,43,0,0,16
"273",2021-01-16,-110,45,0,0,16
"274",2021-01-16,-110,47,58.8960609436,0,16
"275",2021-01-16,-110,49,4.95001983643,0,16
"276",2021-01-16,-105,29,NA,NA,16
"277",2021-01-16,-105,31,143.270996094,0,16
"278",2021-01-16,-105,33,130.364990234,4.49998855591,16
"279",2021-01-16,-105,35,63.2700119019,0,16
"280",2021-01-16,-105,37,NA,NA,16
"281",2021-01-16,-105,39,0.638984680176,0,16
"282",2021-01-16,-105,41,26.5319862366,0,16
"283",2021-01-16,-105,43,10.5300178528,0,16
"284",2021-01-16,-105,45,17.7930755615,0,16
"285",2021-01-16,-105,47,27.3420639038,0,16
"286",2021-01-16,-105,49,10.0260047913,0,16
"287",2021-01-16,-100,29,258.17401123,30.9960594177,16
"288",2021-01-16,-100,31,131.283065796,4.4100112915,16
"289",2021-01-16,-100,33,133.524017334,0.989994049072,16
"290",2021-01-16,-100,35,109.854064941,0,16
"291",2021-01-16,-100,37,NA,NA,16
"292",2021-01-16,-100,39,72.2070159912,0,16
"293",2021-01-16,-100,41,41.5260238647,0,16
"294",2021-01-16,-100,43,39.1230354309,0,16
"295",2021-01-16,-100,45,13.6530532837,0,16
"296",2021-01-16,-100,47,11.5200080872,0,16
"297",2021-01-16,-100,49,2.43004226685,0,16
"298",2021-01-16,-95,29,NA,NA,16
"299",2021-01-16,-95,31,245.58303833,30.779964447,16
"300",2021-01-16,-95,33,180.350952148,6.2099609375,16
"301",2021-01-16,-95,35,129.879043579,1.97999954224,16
"302",2021-01-16,-95,37,NA,NA,16
"303",2021-01-16,-95,39,57.1499786377,0,16
"304",2021-01-16,-95,41,15.1019821167,0,16
"305",2021-01-16,-95,43,6.34502029419,0,16
"306",2021-01-16,-95,45,5.24699401855,0,16
"307",2021-01-16,-95,47,2.9700050354,0,16
"308",2021-01-16,-95,49,0,0,16
"309",2021-01-16,-90,29,NA,NA,16
"310",2021-01-16,-90,31,227.753952026,6.18299865723,16
"311",2021-01-16,-90,33,164.241012573,0.450016021729,16
"312",2021-01-16,-90,35,142.596069336,0,16
"313",2021-01-16,-90,37,NA,NA,16
"314",2021-01-16,-90,39,36.1170158386,0,16
"315",2021-01-16,-90,41,7.89298248291,0,16
"316",2021-01-16,-90,43,2.27697753906,0,16
"317",2021-01-16,-90,45,0.359985351562,0,16
"318",2021-01-16,-90,47,NA,NA,16
"319",2021-01-16,-90,49,NA,NA,16
"320",2021-01-16,-85,29,NA,NA,16
"321",2021-01-16,-85,31,277.020080566,14.9400978088,16
"322",2021-01-16,-85,33,193.086120605,1.5299987793,16
"323",2021-01-16,-85,35,136.5209198,0,16
"324",2021-01-16,-85,37,NA,NA,16
"325",2021-01-16,-85,39,70.7130050659,0,16
"326",2021-01-16,-85,41,17.2890167236,0,16
"327",2021-01-16,-85,43,4.59899139404,0,16
"328",2021-01-16,-85,45,9.90898132324,0,16
"329",2021-01-16,-85,47,NA,NA,16
"330",2021-01-16,-85,49,NA,NA,16
"331",2021-01-16,-80,29,NA,NA,16
"332",2021-01-16,-80,31,NA,NA,16
"333",2021-01-16,-80,33,303.885131836,34.4160766602,16
"334",2021-01-16,-80,35,199.431030273,15.930015564,16
"335",2021-01-16,-80,37,NA,NA,16
"336",2021-01-16,-80,39,50.2829856873,0,16
"337",2021-01-16,-80,41,30.3479881287,0,16
"338",2021-01-16,-80,43,NA,NA,16
"339",2021-01-16,-80,45,NA,NA,16
"340",2021-01-16,-80,47,NA,NA,16
"341",2021-01-16,-80,49,NA,NA,16
"342",2021-01-16,-75,29,NA,NA,16
"343",2021-01-16,-75,31,NA,NA,16
"344",2021-01-16,-75,33,NA,NA,16
"345",2021-01-16,-75,35,NA,NA,16
"346",2021-01-16,-75,37,NA,NA,16
"347",2021-01-16,-75,39,125.658096313,1.97999954224,16
"348",2021-01-16,-75,41,29.5110206604,0,16
"349",2021-01-16,-75,43,2.78999710083,0,16
"350",2021-01-16,-75,45,NA,NA,16
"351",2021-01-16,-75,47,NA,NA,16
"352",2021-01-16,-75,49,NA,NA,16
"353",2021-01-16,-70,29,NA,NA,16
"354",2021-01-16,-70,31,NA,NA,16
"355",2021-01-16,-70,33,NA,NA,16
"356",2021-01-16,-70,35,NA,NA,16
"357",2021-01-16,-70,37,NA,NA,16
"358",2021-01-16,-70,39,NA,NA,16
"359",2021-01-16,-70,41,NA,NA,16
"360",2021-01-16,-70,43,NA,NA,16
"361",2021-01-16,-70,45,0,0,16
"362",2021-01-16,-70,47,NA,NA,16
"363",2021-01-16,-70,49,NA,NA,16
"364",2021-01-23,-120,29,NA,NA,23
"365",2021-01-23,-120,31,NA,NA,23
"366",2021-01-23,-120,33,NA,NA,23
"367",2021-01-23,-120,35,475.370910645,88.2449493408,23
"368",2021-01-23,-120,37,NA,NA,23
"369",2021-01-23,-120,39,115.244995117,0,23
"370",2021-01-23,-120,41,90.5308990479,0,23
"371",2021-01-23,-120,43,107.207992554,0,23
"372",2021-01-23,-120,45,93.1950149536,0,23
"373",2021-01-23,-120,47,133.659133911,0,23
"374",2021-01-23,-120,49,0,0,23
"375",2021-01-23,-115,29,NA,NA,23
"376",2021-01-23,-115,31,NA,NA,23
"377",2021-01-23,-115,33,633.275878906,220.805877686,23
"378",2021-01-23,-115,35,466.559936523,81.7829589844,23
"379",2021-01-23,-115,37,NA,NA,23
"380",2021-01-23,-115,39,69.3630065918,0,23
"381",2021-01-23,-115,41,5.30095291138,0,23
"382",2021-01-23,-115,43,29.2769889832,0,23
"383",2021-01-23,-115,45,0.458969116211,0,23
"384",2021-01-23,-115,47,3.21298599243,0,23
"385",2021-01-23,-115,49,0,0,23
"386",2021-01-23,-110,29,NA,NA,23
"387",2021-01-23,-110,31,NA,NA,23
"388",2021-01-23,-110,33,380.852905273,28.1789207458,23
"389",2021-01-23,-110,35,75.2938995361,0,23
"390",2021-01-23,-110,37,NA,NA,23
"391",2021-01-23,-110,39,0,0,23
"392",2021-01-23,-110,41,10.7189979553,0,23
"393",2021-01-23,-110,43,0,0,23
"394",2021-01-23,-110,45,0,0,23
"395",2021-01-23,-110,47,63.2520446777,0,23
"396",2021-01-23,-110,49,4.95001983643,0,23
"397",2021-01-23,-105,29,NA,NA,23
"398",2021-01-23,-105,31,241.730865479,1.81797790527,23
"399",2021-01-23,-105,33,219.29397583,6.38097381592,23
"400",2021-01-23,-105,35,114.416976929,0,23
"401",2021-01-23,-105,37,NA,NA,23
"402",2021-01-23,-105,39,0.638984680176,0,23
"403",2021-01-23,-105,41,30.6809539795,0,23
"404",2021-01-23,-105,43,12.1410140991,0,23
"405",2021-01-23,-105,45,17.7930755615,0,23
"406",2021-01-23,-105,47,29.5830459595,0,23
"407",2021-01-23,-105,49,10.0260047913,0,23
"408",2021-01-23,-100,29,421.298950195,71.2350234985,23
"409",2021-01-23,-100,31,239.87701416,12.8339653015,23
"410",2021-01-23,-100,33,235.376876831,6.34495162964,23
"411",2021-01-23,-100,35,183.46496582,0,23
"412",2021-01-23,-100,37,NA,NA,23
"413",2021-01-23,-100,39,104.327896118,0,23
"414",2021-01-23,-100,41,51.8939399719,0,23
"415",2021-01-23,-100,43,44.9820251465,0,23
"416",2021-01-23,-100,45,14.3640518188,0,23
"417",2021-01-23,-100,47,11.5200080872,0,23
"418",2021-01-23,-100,49,2.43004226685,0,23
"419",2021-01-23,-95,29,NA,NA,23
"420",2021-01-23,-95,31,406.91696167,71.6849212646,23
"421",2021-01-23,-95,33,286.667877197,7.73092651367,23
"422",2021-01-23,-95,35,204.227966309,1.97999954224,23
"423",2021-01-23,-95,37,NA,NA,23
"424",2021-01-23,-95,39,81.1169204712,0,23
"425",2021-01-23,-95,41,18.9179496765,0,23
"426",2021-01-23,-95,43,6.34502029419,0,23
"427",2021-01-23,-95,45,5.24699401855,0,23
"428",2021-01-23,-95,47,2.9700050354,0,23
"429",2021-01-23,-95,49,0,0,23
"430",2021-01-23,-90,29,NA,NA,23
"431",2021-01-23,-90,31,372.62689209,39.2849235535,23
"432",2021-01-23,-90,33,263.924865723,3.85200119019,23
"433",2021-01-23,-90,35,219.339004517,0,23
"434",2021-01-23,-90,37,NA,NA,23
"435",2021-01-23,-90,39,49.5449562073,0,23
"436",2021-01-23,-90,41,7.89298248291,0,23
"437",2021-01-23,-90,43,2.27697753906,0,23
"438",2021-01-23,-90,45,0.359985351562,0,23
"439",2021-01-23,-90,47,NA,NA,23
"440",2021-01-23,-90,49,NA,NA,23
"441",2021-01-23,-85,29,NA,NA,23
"442",2021-01-23,-85,31,397.817993164,34.2720794678,23
"443",2021-01-23,-85,33,275.850006104,2.33996963501,23
"444",2021-01-23,-85,35,205.478851318,0,23
"445",2021-01-23,-85,37,NA,NA,23
"446",2021-01-23,-85,39,92.9069671631,0,23
"447",2021-01-23,-85,41,22.6890029907,0,23
"448",2021-01-23,-85,43,4.75199127197,0,23
"449",2021-01-23,-85,45,9.90898132324,0,23
"450",2021-01-23,-85,47,NA,NA,23
"451",2021-01-23,-85,49,NA,NA,23
"452",2021-01-23,-80,29,NA,NA,23
"453",2021-01-23,-80,31,NA,NA,23
"454",2021-01-23,-80,33,408.807067871,42.5700492859,23
"455",2021-01-23,-80,35,275.46295166,15.930015564,23
"456",2021-01-23,-80,37,NA,NA,23
"457",2021-01-23,-80,39,52.3259544373,0,23
"458",2021-01-23,-80,41,32.4089584351,0,23
"459",2021-01-23,-80,43,NA,NA,23
"460",2021-01-23,-80,45,NA,NA,23
"461",2021-01-23,-80,47,NA,NA,23
"462",2021-01-23,-80,49,NA,NA,23
"463",2021-01-23,-75,29,NA,NA,23
"464",2021-01-23,-75,31,NA,NA,23
"465",2021-01-23,-75,33,NA,NA,23
"466",2021-01-23,-75,35,NA,NA,23
"467",2021-01-23,-75,37,NA,NA,23
"468",2021-01-23,-75,39,180.279006958,1.97999954224,23
"469",2021-01-23,-75,41,38.7990036011,0,23
"470",2021-01-23,-75,43,4.14896011353,0,23
"471",2021-01-23,-75,45,NA,NA,23
"472",2021-01-23,-75,47,NA,NA,23
"473",2021-01-23,-75,49,NA,NA,23
"474",2021-01-23,-70,29,NA,NA,23
"475",2021-01-23,-70,31,NA,NA,23
"476",2021-01-23,-70,33,NA,NA,23
"477",2021-01-23,-70,35,NA,NA,23
"478",2021-01-23,-70,37,NA,NA,23
"479",2021-01-23,-70,39,NA,NA,23
"480",2021-01-23,-70,41,NA,NA,23
"481",2021-01-23,-70,43,NA,NA,23
"482",2021-01-23,-70,45,0,0,23
"483",2021-01-23,-70,47,NA,NA,23
"484",2021-01-23,-70,49,NA,NA,23
"485",2021-01-30,-120,29,NA,NA,30
"486",2021-01-30,-120,31,NA,NA,30
"487",2021-01-30,-120,33,NA,NA,30
"488",2021-01-30,-120,35,499.292907715,88.2449493408,30
"489",2021-01-30,-120,37,NA,NA,30
"490",2021-01-30,-120,39,115.244995117,0,30
"491",2021-01-30,-120,41,90.5308990479,0,30
"492",2021-01-30,-120,43,115.100952148,0,30
"493",2021-01-30,-120,45,96.9479751587,0,30
"494",2021-01-30,-120,47,147.240081787,0,30
"495",2021-01-30,-120,49,0,0,30
"496",2021-01-30,-115,29,NA,NA,30
"497",2021-01-30,-115,31,NA,NA,30
"498",2021-01-30,-115,33,760.184875488,231.317855835,30
"499",2021-01-30,-115,35,534.104858398,81.7829589844,30
"500",2021-01-30,-115,37,NA,NA,30
"501",2021-01-30,-115,39,69.3630065918,0,30
"502",2021-01-30,-115,41,6.05693817139,0,30
"503",2021-01-30,-115,43,44.9819717407,0,30
"504",2021-01-30,-115,45,0.458969116211,0,30
"505",2021-01-30,-115,47,3.21298599243,0,30
"506",2021-01-30,-115,49,0,0,30
"507",2021-01-30,-110,29,NA,NA,30
"508",2021-01-30,-110,31,NA,NA,30
"509",2021-01-30,-110,33,475.982879639,35.6129074097,30
"510",2021-01-30,-110,35,94.9408569336,0,30
"511",2021-01-30,-110,37,NA,NA,30
"512",2021-01-30,-110,39,10.9439468384,0,30
"513",2021-01-30,-110,41,10.7189979553,0,30
"514",2021-01-30,-110,43,0,0,30
"515",2021-01-30,-110,45,0,0,30
"516",2021-01-30,-110,47,67.9860305786,0,30
"517",2021-01-30,-110,49,4.95001983643,0,30
"518",2021-01-30,-105,29,NA,NA,30
"519",2021-01-30,-105,31,337.409698486,8.50491333008,30
"520",2021-01-30,-105,33,294.227874756,7.3349609375,30
"521",2021-01-30,-105,35,147.419952393,0,30
"522",2021-01-30,-105,37,NA,NA,30
"523",2021-01-30,-105,39,4.08597564697,0,30
"524",2021-01-30,-105,41,45.4949264526,0,30
"525",2021-01-30,-105,43,24.6240158081,0,30
"526",2021-01-30,-105,45,25.6950798035,0,30
"527",2021-01-30,-105,47,29.5830459595,0,30
"528",2021-01-30,-105,49,10.0260047913,0,30
"529",2021-01-30,-100,29,598.346923828,124.398010254,30
"530",2021-01-30,-100,31,363.761932373,28.2779388428,30
"531",2021-01-30,-100,33,322.073669434,6.34495162964,30
"532",2021-01-30,-100,35,227.91583252,0,30
"533",2021-01-30,-100,37,NA,NA,30
"534",2021-01-30,-100,39,104.327896118,0,30
"535",2021-01-30,-100,41,51.8939399719,0,30
"536",2021-01-30,-100,43,44.9820251465,0,30
"537",2021-01-30,-100,45,14.3640518188,0,30
"538",2021-01-30,-100,47,11.5200080872,0,30
"539",2021-01-30,-100,49,2.43004226685,0,30
"540",2021-01-30,-95,29,NA,NA,30
"541",2021-01-30,-95,31,568.187927246,113.813896179,30
"542",2021-01-30,-95,33,399.050811768,20.4208679199,30
"543",2021-01-30,-95,35,280.610900879,5.65196609497,30
"544",2021-01-30,-95,37,NA,NA,30
"545",2021-01-30,-95,39,94.1398925781,0,30
"546",2021-01-30,-95,41,18.9179496765,0,30
"547",2021-01-30,-95,43,6.34502029419,0,30
"548",2021-01-30,-95,45,5.24699401855,0,30
"549",2021-01-30,-95,47,2.9700050354,0,30
"550",2021-01-30,-95,49,0,0,30
"551",2021-01-30,-90,29,NA,NA,30
"552",2021-01-30,-90,31,533.456787109,86.417930603,30
"553",2021-01-30,-90,33,396.449798584,31.9049797058,30
"554",2021-01-30,-90,35,309.617980957,10.1699943542,30
"555",2021-01-30,-90,37,NA,NA,30
"556",2021-01-30,-90,39,56.3939476013,0,30
"557",2021-01-30,-90,41,8.54097366333,0,30
"558",2021-01-30,-90,43,2.27697753906,0,30
"559",2021-01-30,-90,45,0.359985351562,0,30
"560",2021-01-30,-90,47,NA,NA,30
"561",2021-01-30,-90,49,NA,NA,30
"562",2021-01-30,-85,29,NA,NA,30
"563",2021-01-30,-85,31,571.355834961,90.989982605,30
"564",2021-01-30,-85,33,407.66394043,27.4859390259,30
