"","obs_id","gall_id","host_id","sourceURL","pageURL","phenophase","lifestage","viability","date","doy","latitude","longitude","site","state","country","AGDD32","AGDD50","yearend32","yearend50","percent32","percent50","host","gall"
"22",130,NA,458,"inaturalist.org","http://www.inaturalist.org/observations/4308494","Flowering",NA,NA,"2016-10-09",283,35.8371361111,-78.9862527778,NA,NA,NA,9293.76367188,4838.703125,11016.5107422,5297.91796875,0.843621350658624,0.913321639470694,"rugosa",NA
"23",131,NA,443,"inaturalist.org","http://www.inaturalist.org/observations/4329989","Flowering",NA,NA,"2016-10-05",279,42.2636196014,-70.8770874772,NA,NA,NA,6341.36962891,2654.25976562,7493.92578125,2803.79418945,0.846201285416553,0.946667118295394,"altissima",NA
"24",132,NA,447,"inaturalist.org","http://www.inaturalist.org/observations/4404317","Flowering; Flower Budding",NA,NA,"2016-08-07",220,40.7894583333,-96.6630633333,NA,NA,NA,5413.48046875,2556.71875,8964.16992188,4142.328125,0.603902036209356,0.617217823612175,"canadensis",NA
"25",133,NA,458,"inaturalist.org","http://www.inaturalist.org/observations/4444448","Flowering",NA,NA,"2016-09-13",257,36.1007916667,-79.1076972222,NA,NA,NA,7808.45263672,3924.96923828,10361.0058594,4830.828125,0.753638473202464,0.812483726748196,"rugosa",NA
"26",134,NA,447,"inaturalist.org","http://www.inaturalist.org/observations/4459642","Flowering; Flower Budding",NA,NA,"2016-09-18",262,40.479066,-74.434924,NA,NA,NA,6908.42675781,3317.37060547,8645.8046875,3757.62329102,0.799049597754402,0.882837460955142,"canadensis",NA
"27",135,NA,458,"inaturalist.org","http://www.inaturalist.org/observations/4486257","Flowering",NA,NA,"2016-10-02",276,35.3956222222,-79.9743722222,NA,NA,NA,8925.10449219,4635.42919922,10743.1025391,5135.66650391,0.830775323953828,0.902595446119964,"rugosa",NA
"28",136,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7018428","Flower Budding",NA,NA,"2017-07-11",192,37.799995,-88.6892166667,NA,NA,NA,4796.17822266,2026.69921875,9677.03027344,4378.20996094,0.495625009650306,0.462905899175943,"canadensis",NA
"29",137,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7144597","Flowering; Flower Budding",NA,NA,"2017-07-21",202,29.9828989893,-95.5749233777,NA,NA,NA,8048.51806641,4469.86572266,14549.0800781,8106.37744141,0.553197729561268,0.551401135089822,"canadensis",NA
"30",138,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7151789","Flowering; Fruiting; Flower Budding",NA,NA,"2017-07-21",202,39.1523945,-86.0508721667,NA,NA,NA,4827.05810547,2038.25646973,8921.25683594,3897.76391602,0.541073774047599,0.522929688315053,"canadensis",NA
"31",139,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7160479","Flowering; Flower Budding",NA,NA,"2017-07-22",203,45.0153609692,-84.6634726693,NA,NA,NA,2781.30444336,933.434082031,5579.43115234,1947.74169922,0.498492474845492,0.479239152914787,"canadensis",NA
"32",140,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7250351","Flowering; Flower Budding",NA,NA,"2017-07-28",209,41.9498514848,-72.5624936134,NA,NA,NA,3959.71044922,1548.43041992,7358.31542969,2970.76245117,0.538127304687565,0.521223236583648,"rugosa",NA
"33",141,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7254047","Flowering; Flower Budding",NA,NA,"2017-07-24",205,38.0263305556,-119.2499444444,NA,NA,NA,1283.10180664,177.191635132,2878.32397461,380.087280273,0.445780884277926,0.466186700603953,"canadensis",NA
"34",142,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7269892","Flowering; Fruiting",NA,NA,"2017-07-29",210,38.7984144967,-76.7194263731,NA,NA,NA,5425.15380859,2435.69604492,9440.140625,4184.33154297,0.574689935679851,0.582099200292137,"canadensis",NA
"35",143,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7278041","Flowering; Flower Budding",NA,NA,"2017-07-30",211,45.313898041,-95.0278868807,NA,NA,NA,3599.98071289,1384.63989258,6166.58984375,2325.921875,0.583787928840228,0.595307996997964,"canadensis",NA
"36",144,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7466681","Flowering; Flower Budding",NA,NA,"2017-08-12",224,41.8131133333,-72.5355216667,NA,NA,NA,4656.71435547,1945.05187988,7586.33984375,3137.20068359,0.613828862321061,0.619996001548174,"rugosa",NA
"37",145,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/7482400","Flowering",NA,NA,"2017-08-13",225,44.9858420017,-73.2958074287,NA,NA,NA,3785.31665039,1465.46899414,6294.12597656,2392.84594727,0.60140465324128,0.612437668965674,"gigantea",NA
"38",146,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7518243","Flower Budding",NA,NA,"2017-08-16",228,41.2556285458,-73.4572593123,NA,NA,NA,4653.4296875,1864.46594238,7386.27880859,2915.97045898,0.630010023733225,0.63939809014121,"rugosa",NA
"39",147,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7526360","Flower Budding",NA,NA,"2017-08-16",228,41.85646082,-88.00560346,NA,NA,NA,4982.65917969,2126.19482422,7664.05322266,3223.69970703,0.650133687088442,0.659551142305022,"canadensis",NA
"40",148,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/7545968","Flowering",NA,NA,"2017-08-17",229,44.2802602658,-73.9897854254,NA,NA,NA,3520.81640625,1216.28588867,5488.74755859,1816.03625488,0.64146080115123,0.669747580975673,"gigantea",NA
"41",149,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7675732","Flowering; Flower Budding",NA,NA,"2017-08-27",239,44.3236271432,-72.6870029793,NA,NA,NA,4114.078125,1539.7454834,5948.8359375,2119.78588867,0.691577002328449,0.726368399577407,"rugosa",NA
"42",150,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/7677366","Flowering",NA,NA,"2017-08-27",239,44.5646533333,-69.6419833333,NA,NA,NA,4218.54931641,1681.58581543,6145.04443359,2321.9621582,0.686496145308664,0.724208966753177,"gigantea",NA
"43",151,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7689562","Flowering",NA,NA,"2017-08-28",240,46.7292450881,-92.0536837914,NA,NA,NA,3587.01025391,1227.29284668,5161.86474609,1694.94104004,0.694905897452482,0.724091763481658,"canadensis",NA
"44",152,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/7689928","Flowering",NA,NA,"2017-08-21",233,42.48981358,-87.95912012,NA,NA,NA,4732.54101562,1936.17773438,7032.046875,2780.80883789,0.672996227093552,0.696264233628198,"gigantea",NA
"45",153,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7706059","Flowering",NA,NA,"2017-08-28",240,43.229211,-72.856253,NA,NA,NA,3961.70849609,1408.87646484,5691.57128906,1919.9140625,0.696065865625712,0.733822670690501,"canadensis",NA
"46",154,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7713664","Flowering",NA,NA,"2017-08-27",239,36.137515,-97.017107,NA,NA,NA,7416.86914062,3645.76293945,10586.3769531,4929.55712891,0.700605048684586,0.739572104372007,"canadensis",NA
"47",155,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7719905","Flowering",NA,NA,"2017-08-29",241,46.2937710831,-85.9443926811,NA,NA,NA,3697.55883789,1262.57312012,5174.42236328,1684.51977539,0.714583885561704,0.749515166616367,"rugosa",NA
"48",156,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/7732027","Flowering",NA,NA,"2017-07-18",199,44.3775,-72.5602777778,NA,NA,NA,2761.43286133,897.362304688,5921.72900391,2090.03198242,0.466322058896427,0.429353384175952,"gigantea",NA
"49",157,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/7732065","Flowering",NA,NA,"2017-07-18",199,44.3777266667,-72.56036,NA,NA,NA,2761.43286133,897.362304688,5921.72900391,2090.03198242,0.466322058896427,0.429353384175952,"gigantea",NA
"50",158,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7758299","Flowering",NA,NA,"2017-09-02",245,44.3633385334,-89.748496972,NA,NA,NA,4582.59033203,1810.02490234,6120.56494141,2309.84863281,0.748720155066977,0.783611911460211,"canadensis",NA
"51",159,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7780410","Flowering",NA,NA,"2017-09-04",247,44.291159045,-72.300949283,NA,NA,NA,3911.96557617,1330.55908203,5379.61962891,1754.64782715,0.727182560482,0.758305490960639,"rugosa",NA
"52",160,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7800224","Flowering",NA,NA,"2017-08-27",239,41.3929562446,-73.5409355164,NA,NA,NA,5100.95605469,2111.36279297,7372.58105469,2918.89648438,0.691881990425195,0.72334281269261,"rugosa",NA
"53",161,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/7815215","Flowering",NA,NA,"2017-08-31",243,42.16824576,-80.06201982,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gigantea",NA
"54",162,NA,443,"inaturalist.org","https://www.inaturalist.org/observations/7833555","Flowering",NA,NA,"2017-09-08",251,40.5261916667,-79.8868416667,NA,NA,NA,6083.45605469,2621.70678711,8009.265625,3280.89404297,0.759552290999214,0.799083040407097,"altissima",NA
"55",163,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7856125","Flowering",NA,NA,"2017-08-24",236,34.32085475,-94.227197,NA,NA,NA,7795.63623047,3834.49243164,11480.2675781,5456.72363281,0.679046562062815,0.702709664199245,"rugosa",NA
"56",164,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7879028","Flowering",NA,NA,"2017-09-11",254,39.1354740746,-84.5137624918,NA,NA,NA,6998.27246094,3235.89379883,9093.00390625,3996.76293945,0.769632624498247,0.809628653951464,"canadensis",NA
"57",165,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7895237","Flowering",NA,NA,"2017-09-12",255,44.4623346068,-73.0531490688,NA,NA,NA,4956.21826172,1977.90136719,6517.25683594,2518.44140625,0.760476130753124,0.785367236371454,"rugosa",NA
"58",166,NA,443,"inaturalist.org","https://www.inaturalist.org/observations/7906006","Flowering",NA,NA,"2017-09-13",256,32.6059297286,-88.1890076772,NA,NA,NA,9291.31933594,4863.24755859,12303.8115234,6144.66503906,0.755157807665479,0.791458529907754,"altissima",NA
"59",167,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7920551","Flowering",NA,NA,"2017-09-14",257,43.6805110379,-72.7828890179,NA,NA,NA,4259.92236328,1431.33178711,5533.19628906,1812.87756348,0.76988455509929,0.789535827429192,"rugosa",NA
"60",168,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/7920721","Flowering",NA,NA,"2017-09-14",257,43.6156113865,-72.7558821906,NA,NA,NA,4100.60546875,1318.03076172,5302.13134766,1659.93127441,0.773388133917076,0.794027308262191,"gigantea",NA
"61",169,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7934837","Flowering",NA,NA,"2017-09-15",258,44.8353908631,-71.8327734713,NA,NA,NA,4127.83886719,1347.96435547,5290.27929688,1664.80004883,0.780268608809451,0.809685437249556,"rugosa",NA
"62",170,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7936160","Flowering",NA,NA,"2017-09-15",258,37.8298416667,-84.7565916667,NA,NA,NA,7360.90039062,3386.5168457,9397.14355469,4093.8527832,0.783312540431104,0.82721998690263,"canadensis",NA
"63",171,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7940880","Flowering",NA,NA,"2017-08-25",237,35.1554482778,-90.71911325,NA,NA,NA,7864.01611328,3984.62182617,11314.7480469,5484.53662109,0.695023528644509,0.726519321768717,"rugosa",NA
"64",172,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7944583","Flowering; Flower Budding",NA,NA,"2017-09-16",259,41.0031717411,-73.5721611232,NA,NA,NA,6149.44482422,2602.27709961,8216.26464844,3307.29223633,0.748447754222179,0.786830105614636,"rugosa",NA
"65",173,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7945381","Flowering; Flower Budding",NA,NA,"2017-09-16",259,41.0047899932,-73.5745671485,NA,NA,NA,6222.94140625,2666.80566406,8272.02441406,3379.46118164,0.752287601529903,0.789121555397136,"rugosa",NA
"66",174,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7949005","Flowering",NA,NA,"2017-09-16",259,43.68978593,-72.32485801,NA,NA,NA,4785.98291016,1822.13891602,6089.82080078,2231.68334961,0.785898808310911,0.816486315739386,"rugosa",NA
"67",175,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7952635","Flowering",NA,NA,"2017-09-16",259,44.4109386206,-72.20028908,NA,NA,NA,4083.68481445,1351.78088379,5199.48535156,1662.19934082,0.785401734659138,0.813248357518381,"rugosa",NA
"68",176,NA,443,"inaturalist.org","https://www.inaturalist.org/observations/7955218","Flowering",NA,NA,"2017-09-15",258,41.976786,-87.7386,NA,NA,NA,5941.37353516,2562.96484375,7636.70361328,3186.46655273,0.77800237327898,0.804328180239075,"altissima",NA
"69",177,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7989204","Flowering",NA,NA,"2017-09-18",261,44.3348883333,-72.357195,NA,NA,NA,4572.59228516,1647.97033691,5742.06933594,1988.13391113,0.796331778256287,0.828903087304285,"rugosa",NA
"70",178,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/7989292","Flowering",NA,NA,"2017-09-18",261,44.3367916667,-72.3575466667,NA,NA,NA,4572.59228516,1647.97033691,5742.06933594,1988.13391113,0.796331778256287,0.828903087304285,"rugosa",NA
"71",179,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7995228","Flowering",NA,NA,"2017-09-19",262,44.3367524092,-68.0620472535,NA,NA,NA,4242.24560547,1215.98876953,5674.72167969,1534.33618164,0.74756892847329,0.792517822417686,"canadensis",NA
"72",180,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/7997816","Flower Budding",NA,NA,"2017-09-19",262,42.2182416667,-71.2179866667,NA,NA,NA,5831.81542969,2487.41870117,7404.25683594,2985.07299805,0.787630083465308,0.833285719577011,"canadensis",NA
"73",181,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8009581","Flowering",NA,NA,"2017-09-20",263,40.7412484987,-74.1752090492,NA,NA,NA,6716.859375,3046.97509766,8544.09179688,3661.79174805,0.786140825108265,0.832099504097303,"canadensis",NA
"74",182,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8013773","Flowering",NA,NA,"2017-09-20",263,42.2202848504,-71.1869484187,NA,NA,NA,5863.86425781,2501.46777344,7404.25683594,2985.07299805,0.791958516261485,0.837992161355546,"rugosa",NA
"75",183,NA,443,"inaturalist.org","https://www.inaturalist.org/observations/8017725","Flowering",NA,NA,"2017-09-20",263,34.4541625977,-96.6555633545,NA,NA,NA,8673.52441406,4316.00878906,11065.6669922,5192.67089844,0.783823010413545,0.831173181099659,"altissima",NA
"76",184,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8029065","Flowering",NA,NA,"2017-09-21",264,42.2559411312,-71.3384353091,NA,NA,NA,5842.796875,2481.76660156,7317.43652344,2935.8605957,0.798475922036867,0.845328489096149,"rugosa",NA
"77",185,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8050385","Flowering",NA,NA,"2017-09-23",266,41.1502621556,-71.5661794134,NA,NA,NA,5414.23486328,1857.52661133,7234.69042969,2359.48364258,0.748371325061934,0.787259796087787,"rugosa",NA
"78",186,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8053362","Flowering",NA,NA,"2017-09-23",266,42.3515685462,-71.0931257532,NA,NA,NA,6066.57519531,2614.98461914,7580.16699219,3087.42114258,0.80032210392733,0.846980213705083,"canadensis",NA
"79",187,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8053382","Flowering",NA,NA,"2017-09-23",266,42.3511848227,-71.0984817055,NA,NA,NA,6066.57519531,2614.98461914,7580.16699219,3087.42114258,0.80032210392733,0.846980213705083,"canadensis",NA
"80",188,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8053810","Flowering",NA,NA,"2017-09-23",266,42.3516842584,-71.1009628326,NA,NA,NA,6066.57519531,2614.98461914,7580.16699219,3087.42114258,0.80032210392733,0.846980213705083,"canadensis",NA
"81",189,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8071375","Flowering",NA,NA,"2017-09-24",267,42.115928,-71.180499,NA,NA,NA,5846.38867188,2434.87646484,7228.50732422,2843.05322266,0.808796119261159,0.856430138357345,"canadensis",NA
"82",190,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8107802","Flowering",NA,NA,"2017-09-26",269,44.1383866221,-72.8917786573,NA,NA,NA,4542.48681641,1586.12243652,5392.90527344,1775.90490723,0.842307918661523,0.893134778817625,"rugosa",NA
"83",191,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8107834","Flowering",NA,NA,"2017-09-26",269,44.1379942652,-72.8942703456,NA,NA,NA,4542.48681641,1586.12243652,5392.90527344,1775.90490723,0.842307918661523,0.893134778817625,"canadensis",NA
"84",192,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8116818","Flowering; Flower Budding",NA,NA,"2017-09-04",247,43.1390631,-89.7734819,NA,NA,NA,5095.27734375,2057.70507812,6770.68066406,2638.24072266,0.752550237791697,0.779953497209809,"canadensis",NA
"85",193,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/8155520","Flowering",NA,NA,"2017-09-28",271,43.1388278333,-73.0724028333,NA,NA,NA,4983.73876953,1739.75244141,5834.6875,1886.63244629,0.854156931203256,0.922146995208932,"gigantea",NA
"86",194,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8187768","Flowering",NA,NA,"2017-09-30",273,42.3381517161,-72.6609828059,NA,NA,NA,6073.26855469,2592.03393555,7089.05273438,2830.61450195,0.856710872700422,0.915714214621722,"rugosa",NA
"87",195,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8280603","Flowering",NA,NA,"2017-10-05",278,41.8029506,-71.77387906,NA,NA,NA,6171.60351562,2562.69433594,7201.60009766,2830.09301758,0.856976704055717,0.905515938882938,"rugosa",NA
"88",196,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8295603","Flowering; Fruiting",NA,NA,"2017-10-07",280,44.6661051689,-73.3443934657,NA,NA,NA,5546.0859375,2200.81298828,6397.83691406,2369.04956055,0.86686891397807,0.928985625682334,"rugosa",NA
"89",197,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8351708","Flowering",NA,NA,"2017-10-09",282,35.8444883333,-79.1228778333,NA,NA,NA,9234.82617188,4606.71044922,10695.1416016,4963.56054688,0.863459925626273,0.928106025041981,"rugosa",NA
"90",198,NA,443,"inaturalist.org","https://www.inaturalist.org/observations/8482208","Flowering",NA,NA,"2017-10-20",293,39.1362416667,-84.5146783333,NA,NA,NA,8375.70507812,3911.32592773,9093.00390625,3996.76293945,0.921115306281022,0.978623447771522,"altissima",NA
"91",199,NA,443,"inaturalist.org","https://www.inaturalist.org/observations/8482515","Flowering",NA,NA,"2017-10-20",293,39.136408741,-84.5145124197,NA,NA,NA,8375.70507812,3911.32592773,9093.00390625,3996.76293945,0.921115306281022,0.978623447771522,"altissima",NA
"92",200,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8574283","Flowering",NA,NA,"2017-09-08",251,44.5122261047,-68.1659088135,NA,NA,NA,4240.36572266,1420.86450195,5821.24316406,1852.57592773,0.728429581646711,0.766966946229845,"rugosa",NA
"93",201,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8591093","Flowering",NA,NA,"2017-10-28",301,42.8726594628,-73.197010863,NA,NA,NA,6124.24658203,2313.54736328,6403.5078125,2338.13525391,0.956389335556854,0.989483974210268,"canadensis",NA
"94",202,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8593508","Flowering",NA,NA,"2017-10-27",300,30.4807138889,-88.769875,NA,NA,NA,11681.7744141,6368.5703125,13252.3632812,6879.93359375,0.881486129396403,0.925673224271446,"rugosa",NA
"95",203,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8605458","Flowering",NA,NA,"2017-07-28",209,44.2641983333,-72.3733183333,NA,NA,NA,2909.35693359,959.039306641,5596.79052734,1905.30773926,0.519825946563117,0.50335139404487,"canadensis",NA
"96",204,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8716585","Flowering; Fruiting",NA,NA,"2017-11-06",310,30.5659222222,-88.6287916667,NA,NA,NA,12019.4814453,6530.96142578,13277.6513672,6907.07177734,0.90524153051585,0.945547061955559,"rugosa",NA
"97",205,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8876651","Flowering",NA,NA,"2017-08-03",215,44.5363888889,-67.8819444444,NA,NA,NA,3117.47241211,978.182189941,5785.5859375,1882.18579102,0.538834345524748,0.519705437480165,"canadensis",NA
"98",206,NA,447,"inaturalist.org","https://www.inaturalist.org/observations/8876951","Flowering",NA,NA,"2017-08-06",218,43.1119116667,-71.6373966667,NA,NA,NA,3790.51879883,1466.41357422,6562.54199219,2531.13134766,0.577599168636338,0.579351038252393,"canadensis",NA
"99",207,NA,458,"inaturalist.org","https://www.inaturalist.org/observations/8935570","Flowering",NA,NA,"2017-11-25",329,30.3796083333,-88.6338361111,NA,NA,NA,12237.6855469,6409.14501953,12987.2138672,6610.67382812,0.942287212025284,0.96951463438829,"rugosa",NA
"100",208,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/8968424","Flowering",NA,NA,"2017-08-08",220,44.282155,-72.2880616667,NA,NA,NA,3059.17944336,1002.30194092,5246.59375,1676.96801758,0.583079153662317,0.597686974595021,"gigantea",NA
"101",209,NA,451,"inaturalist.org","https://www.inaturalist.org/observations/9156883","Flowering",NA,NA,"2017-08-08",220,44.280975,-72.2866566667,NA,NA,NA,3059.17944336,1002.30194092,5246.59375,1676.96801758,0.583079153662317,0.597686974595021,"gigantea",NA
